Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Stefan,Quehl,1975,FDP,239,BY,43
2009-09-27,Dr.,Christina,Quellmann,1961,CDU,,SH,28
2009-09-27,,Maria Sabina,Quijano-Burchardt,1962,GRÜNE,,RP,13
2009-09-27,,Birgit,Raab,1964,GRÜNE,245,BY,17
2009-09-27,,Daniela,Raab,1975,CSU,223,BY,13
2009-09-27,Dr.,Sascha,Raabe,1968,SPD,180,HE,10
2009-09-27,,Uwe,Raake,1953,BüSo,82,,
2009-09-27,Dr.-Ing. Habil.,Simone,Raatz,1962,SPD,162,SN,6
2009-09-27,,Martin,Rabanus,1971,SPD,178,HE,16
2009-09-27,,Stefan,Rabel,1964,CDU,,SL,5
2009-09-27,,Thomas,Rachel,1962,CDU,91,NW,14
2009-09-27,,Andreas,Rademachers,1985,FDP,90,NW,31
2009-09-27,,Harald,Raderschadt,1970,PBC,,BY,6
2009-09-27,,Gabriele,Radloff,1961,,14,,
2009-09-27,,Kerstin,Radomski,1974,CDU,115,NW,27
2009-09-27,,Martin,Radtke,1979,NPD,169,,
2009-09-27,,Helmut,Radunski,1948,NPD,3,,
2009-09-27,Dr.,Kersten,Radzimanowski,1948,NPD,60,BB,4
2009-09-27,,Ülker,Radziwill,1966,SPD,,BE,9
2009-09-27,,Jürgen,Raemdonck van,1952,,16,,
2009-09-27,,Raimar,Rätzel,1971,,65,,
2009-09-27,,Maria,Räuschel,1936,BüSo,31,,
2009-09-27,,Günther,Ragg,1957,NPD,288,,
2009-09-27,,Georg,Raischl,1956,CM,,BY,3
2009-09-27,Dr.,Peter,Ramsauer,1954,CSU,225,BY,1
2009-09-27,,Wolf,Ranfft,1941,Bündnis21/RRP,245,,
2009-09-27,,Benjamin,Raschke,1982,GRÜNE,63,BB,2
2009-09-27,Dr.,Cordula,Ratajczak,1964,GRÜNE,157,SN,5
2009-09-27,,Andreas,Ratanski,1976,PIRATEN,,ST,3
2009-09-27,,Martin,Rath,1963,DIE LINKE,127,,
2009-09-27,Dr.,Christiane,Ratjen-Damerau,1954,FDP,28,NI,10
2009-09-27,,Ruth,Ratter,1955,GRÜNE,,RP,11
