Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Christine,Hertzler-Zimmer,1966,SPD,,SL,26
2009-09-27,,Monica,Herz,1956,,226,,
2009-09-27,,Franz,Herzig,1950,CDU,,HE,33
2009-09-27,,Gustav,Herzog,1958,SPD,210,RP,4
2009-09-27,,Konrad Rudolf,Heß,1939,FAMILIE,,RP,6
2009-09-27,,Marion,Heß,1967,FDP,259,BW,24
2009-09-27,,Petra,Heß,1959,SPD,192,TH,4
2009-09-27,,Klaus-Peter,Hesse,1967,CDU,,HH,9
2009-09-27,,Peter,Hettlich,1959,GRÜNE,152,,
2009-09-27,,Ingrid,Hetz,1956,DIE VIOLETTEN,228,BY,3
2009-09-27,,Markus,Heurung,1977,PIRATEN,251,,
2009-09-27,,Walter,Heuser,1936,DIE LINKE,101,,
2009-09-27,,Ansgar,Heveling,1972,CDU,111,,
2009-09-27,,Matthias,Heyder,1972,NPD,69,ST,1
2009-09-27,Dr.,Jürgen,Heydrich,1933,REP,,NW,2
2009-09-27,,Hannah,Heyenn,1982,DIE LINKE,,HH,5
2009-09-27,,Bernd Reinhold Gerhard,Heynemann,1954,CDU,70,ST,9
2009-09-27,,Wolfgang,Hiebinger,1946,BP,,BY,24
2009-09-27,,Antje,Hiekisch,1977,NPD,,SN,2
2009-09-27,,Michael Siegmund Reinhard,Hien,1987,CSU,,BY,44
2009-09-27,,Uwe,Hiksch,1964,DIE LINKE,238,,
2009-09-27,,Karl Willi Arthur,Hilburger,1947,Bündnis21/RRP,,BY,5
2009-09-27,,Anna-Maria,Hildebrand,1985,BüSo,81,BE,8
2009-09-27,,Arne,Hildebrandt,1985,PIRATEN,,BB,4
2009-09-27,,Robert,Hildebrandt,1983,PIRATEN,,TH,5
2009-09-27,,Frank,Hilgenkamp,1972,GRÜNE,147,,
2009-09-27,,Rainer,Hilgert,1953,ÖDP,,RP,1
2009-09-27,,Axel,Hilker,1967,GRÜNE,,SH,12
2009-09-27,,Hans-Kurt,Hill,1950,DIE LINKE,298,,
2009-09-27,,Dirk,Hillbrecht,1972,PIRATEN,,NI,1
2009-09-27,,Heinz,Hillebrand,1954,DIE LINKE,104,,
2009-09-27,,Gabriele,Hiller-Ohm,1953,SPD,11,SH,4
2009-09-27,,Ernst,Hinsken,1943,CSU,231,,
2009-09-27,,Henning,Hintze,1942,DIE LINKE,221,BY,16
2009-09-27,,Peter,Hintze,1950,CDU,103,NW,4
2009-09-27,,Petra,Hinz,1962,SPD,121,NW,32
2009-09-27,,Priska,Hinz,1959,GRÜNE,173,HE,1
2009-09-27,,Cornelia,Hirsch,1980,DIE LINKE,192,TH,5
2009-09-27,,Christian,Hirte,1976,CDU,190,TH,4
2009-09-27,,Thomas,Hitschler,1982,SPD,,RP,32
2009-09-27,,Robert,Hochbaum,1954,CDU,167,,
2009-09-27,,Stephan,Hochstein,1983,BüSo,141,NW,9
2009-09-27,,Heidrun,Höche,1959,DIE VIOLETTEN,,BW,10
2009-09-27,,Manuel,Höferlin,1973,FDP,207,RP,5
2009-09-27,,Ulrike,Höfken-Deipenbrock,1955,GRÜNE,203,RP,1
2009-09-27,,Inge,Höger,1950,DIE LINKE,134,NW,3
2009-09-27,Dr.,Eva,Högl,1969,SPD,76,BE,7
2009-09-27,,Jörg,Höhfeld,1944,GRÜNE,142,,
2009-09-27,,Bärbel,Höhn,1952,GRÜNE,118,NW,1
2009-09-27,,Renate,Höhne,1956,MLPD,,NW,21
2009-09-27,Dr.,Barbara,Höll,1957,DIE LINKE,153,SN,3
2009-09-27,,Ingrid,Hönlinger,1964,GRÜNE,265,BW,9
2009-09-27,,Michael Hans,Höntsch,1954,DIE LINKE,42,NI,29
2009-09-27,,Manfred,Hörner,1951,MLPD,,BY,9
2009-09-27,,Rüdiger,Hoersch,1964,Bündnis21/RRP,,SL,1
2009-09-27,,Heinz-Jürgen,Hörster,1949,DIE LINKE,99,NW,26
2009-09-27,,Joachim,Hörster,1945,CDU,205,RP,1
2009-09-27,,Andreas Christian,Höveler,1944,DVU,,NW,4
2009-09-27,,Heinrich,Hövelmann,1956,FAMILIE,,NW,12
2009-09-27,,Jan,Hövener,1966,,55,,
2009-09-27,,Heiner,Höving,1960,DVU,,ST,1
2009-09-27,,Ulrich,Höwing,1983,,140,,
2009-09-27,,Elke,Hoff,1957,FDP,198,RP,3
2009-09-27,Dr.,Bettina,Hoffman,1960,GRÜNE,,HE,9
2009-09-27,,Dieter,Hoffmann,1965,GRÜNE,,SL,3
2009-09-27,,Hans-Viktor,Hoffmann,1943,FDP,,BB,7
2009-09-27,Dr.,Ludwig,Hoffmann,1937,BüSo,,BW,4
2009-09-27,,Rolf,Hoffmann,1935,,7,,
2009-09-27,,Susanne,Hoffmann,1960,NPD,281,,
2009-09-27,,Timo,Hoffmann,1978,BüSo,,BE,11
2009-09-27,,Ulrich,Hoffmann,1962,ÖDP,253,BY,2
2009-09-27,,Michael,Hoffmeier,1969,GRÜNE,189,TH,6
2009-09-27,,Axel,Hofmann,1944,DIE LINKE,100,,
2009-09-27,,Frank,Hofmann,1949,SPD,250,BY,11
2009-09-27,,Frank,Hofmann,1957,BP,250,,
2009-09-27,,Franziska,Hofmann,1948,CM,,BY,10
2009-09-27,,Friedrich,Hofmann,1954,MLPD,,TH,3
2009-09-27,Dr.,Anton,Hofreiter,1970,GRÜNE,222,BY,4
2009-09-27,,Hermann,Hofstetter,1962,ÖDP,225,BY,21
2009-09-27,,Ruth,Hohenadl,1960,FDP,218,BY,27
2009-09-27,,Anna Helga Angela,Hohmann,1963,SPD,,NI,44
2009-09-27,,Michael,Holl,1990,,251,,
2009-09-27,,Karin,Hollack,1940,NPD,48,,
2009-09-27,,Karl,Holmeier,1956,CSU,234,,
2009-09-27,,Ingeborg,Holst,1938,Tierschutzpartei,,BW,1
2009-09-27,,Angela Brigitte,Holz,1979,SPD,,NI,38
2009-09-27,,Franz-Josef,Holzenkamp,1960,CDU,33,NI,30
2009-09-27,,Malte,Holzer,1965,NPD,32,NI,5
2009-09-27,,Birgit,Homburger,1965,FDP,287,BW,1
2009-09-27,,Gerhard,Honsel,1946,FAMILIE,,NW,7
2009-09-27,Dr.,Wielant,Hopfner,1942,NPD,250,BY,5
2009-09-27,,Ulrich,Hopmann,1953,SPD,,NW,64
2009-09-27,,Siegmund,Hoppe,1953,PIRATEN,,HH,3
2009-09-27,,Thilo,Hoppe,1958,GRÜNE,25,NI,4
2009-09-27,,Margaret,Horb,1967,CDU,,BW,18
2009-09-27,,Rainer,Horbas,1970,FDP,152,,
2009-09-27,,Waldemar,Horn,1973,NPD,214,,
2009-09-27,,Mirco,Hornig,1973,REP,,NW,16
2009-09-27,,Cornelia,Hornung,1975,SPD,,HE,24
2009-09-27,,Fritz-Walter,Hornung,1957,DIE LINKE,181,,
2009-09-27,,nicole,Hornung,1958,PIRATEN,186,HE,7
2009-09-27,,Sophia,Horz-Hövel,1963,GRÜNE,,HE,15
2009-09-27,,Bettina,Houben,1960,FDP,96,NW,36
2009-09-27,Dr.,Guido,Hoyer,1968,DIE LINKE,215,BY,14
2009-09-27,Dr.,Werner,Hoyer,1951,FDP,95,NW,4
2009-09-27,,André Torsten,Hubatschek,1965,FDP,166,SN,8
2009-09-27,,Edda,Huber,1938,Tierschutzpartei,,BY,5
2009-09-27,,Judith,Huber,1963,SPD,,BE,13
2009-09-27,,Jürgen,Huber,1954,GRÜNE,233,,
2009-09-27,,Klaus,Huber,1942,FAMILIE,,BY,5
2009-09-27,,Konrad,Huber,1967,REP,256,BY,8
2009-09-27,,Martin,Huber,1960,REP,,BY,9
2009-09-27,,Ute,Hubig,1947,CDU,,SL,10
2009-09-27,,Anette,Hübinger,1955,CDU,296,SL,2
2009-09-27,,Bernd Michael,Hübner,1961,DIE LINKE,123,,
2009-09-27,,Klaas,Hübner,1967,SPD,72,,
2009-09-27,,Johannes,Hühnlein,1984,NPD,248,,
2009-09-27,,Robert,Huemer,1967,ÖDP,252,BY,22
2009-09-27,,Hubert,Hüppe,1956,CDU,145,NW,22
2009-09-27,,Michael,Huffer,1956,DIE LINKE,49,,
2009-09-27,,Christian,Hufgard,1979,PIRATEN,,HE,3
2009-09-27,,Roland Wolfgang,Hultsch,1955,BüSo,,SN,12
2009-09-27,,Christel,Humme,1949,SPD,140,NW,25
2009-09-27,,Alexander Helmut,Hummel,1977,CSU,,BY,40
2009-09-27,,Peter,Hummel,1965,BüSo,,HE,5
2009-09-27,,Thomas,Hummel,1982,BP,,BY,10
2009-09-27,,Werner,Hummel,1963,FAMILIE,,BY,10
2009-09-27,,Christian,Hummert,1979,DIE LINKE,,TH,11
2009-09-27,,Ralph,Hunderlach,1974,PIRATEN,,BY,8
2009-09-27,,Andrej Konstantin,Hunko,1963,DIE LINKE,88,NW,6
2009-09-27,,Jelica,Hunner,1960,BP,,BY,25
2009-09-27,,Johann,Hunner,1941,BP,,BY,26
2009-09-27,,Vera,Hupe,1959,ÖDP,,TH,6
2009-09-27,,Martina,Hurst,1982,CDU,,BW,23
2009-09-27,,Monica,Hussinger,1960,FDP,,SL,4
2009-09-27,,Christian,Huth,1964,BüSo,206,,
2009-09-27,,Joachim,Huth,1960,BüSo,24,,
2009-09-27,,Richard,Igelmann,1977,DVU,,NI,5
2009-09-27,,Klaus-Dieter,Ilius,1948,MLPD,,BE,5
2009-09-27,,Petra,Ilius,1950,MLPD,85,BE,3
2009-09-27,,Danial,Ilkhanipour,1981,SPD,21,,
2009-09-27,,Jörg Joachim,Irion,1939,MLPD,,BB,3
2009-09-27,,Philipp,Irmscher,1988,FDP,237,BY,42
2009-09-27,,Thomas,Iseke,1963,FDP,44,NI,21
2009-09-27,,Figen,Izgin,1965,DIE LINKE,82,BE,7
2009-09-27,,Gerlind Annemarie,Jackowski,1944,ÖDP,,NI,4
2009-09-27,,Ulf,Jäger,1964,DIE LINKE,125,,
2009-09-27,,Jan,Jaeschke,1990,NPD,274,,
2009-09-27,Dr.,Eva,Jager,1950,FDP,,HE,34
2009-09-27,,Stefan,Jagsch,1986,NPD,179,HE,5
2009-09-27,,Andreas,Jahn,1955,NPD,184,,
2009-09-27,,Kirsten,Jahn,1976,GRÜNE,,NW,25
2009-09-27,,Franz,Jansen,1935,,202,,
2009-09-27,,Cornelius Heinrich,Janßen,1965,FDP,154,SN,9
2009-09-27,,Jan,Janssen,1971,,9,,
2009-09-27,,Michael,Janssen,1985,NPD,111,,
2009-09-27,,Richard,Janus,1970,GRÜNE,190,TH,7
2009-09-27,,Hans-Werner,Jarmer,1958,ZENTRUM,1,,
2009-09-27,,Thomas,Jarzombek,1973,CDU,107,NW,44
2009-09-27,,Erich,Jaschkowski,1952,,74,,
2009-09-27,Dr.,Dieter,Jasper,1962,CDU,129,NW,39
2009-09-27,,Dorothea,Jauernig,1938,MLPD,261,BW,8
2009-09-27,,Jochen,Jehle,1968,SPD,293,BW,33
2009-09-27,,Ursula,Jelpke,1951,DIE LINKE,144,NW,2
2009-09-27,,Reiner,Jenkel,1950,DIE LINKE,131,,
2009-09-27,,Kai,Jennerjahn,1983,Tierschutzpartei,,BE,5
2009-09-27,,Karina Annemarie,Jens,1958,CDU,,MV,10
2009-09-27,Dr.,Nils,Jensen,1975,ÖDP,,HH,9
2009-09-27,,Jens,Jenssen,1979,SPD,,RP,29
2009-09-27,,Anneliese,Jenter,1953,SPD,294,BW,32
2009-09-27,,Thomas,Jepsen,1973,CDU,,SH,19
2009-09-27,,Marieluise,Jeschke,1935,REP,,BE,2
2009-09-27,,Elke,Jesinghausen,1955,CDU,,HE,43
2009-09-27,,Heinz-Werner,Jezewski,1958,DIE LINKE,1,SH,6
2009-09-27,Dr.,Lukrezia Luise,Jochimsen,1936,DIE LINKE,,TH,2
2009-09-27,,Mathias,Jochum,1981,CDU,,SL,20
2009-09-27,,Bruno,Jöbkes,1967,GRÜNE,113,,
2009-09-27,,Wolfgang,Jöckle,1950,ÖDP,,RP,5
2009-09-27,,Sven Wolfgang,Jörns,1970,PIRATEN,,SH,4
2009-09-27,,Silke,Johanning-Sturm,1976,CDU,,NI,45
2009-09-27,,Norbert,Johannpötter,1972,ÖDP,,NW,11
2009-09-27,,Gisela,Johlke,1945,GRÜNE,90,,
2009-09-27,,Robin,John,1976,FDP,163,,
2009-09-27,,Rüdiger,John,1977,ÖDP,,RP,16
2009-09-27,,Siegmar,John,1939,BüSo,158,SN,11
2009-09-27,,Arnold Peter,Joosten,1982,SPD,,RP,16
2009-09-27,Dr.,Hans-Heinrich,Jordan,1948,CDU,67,ST,5
2009-09-27,,Ingrid,Jost,1948,DIE LINKE,,NW,27
2009-09-27,,Ingo,Juchler,1962,SPD,272,,
2009-09-27,,Ludwig,Jürgens,1942,SPD,,NI,51
2009-09-27,Dr.,Egon,Jüttner,1942,CDU,275,BW,14
2009-09-27,,Johannes,Jüttner,1966,REP,,BY,5
2009-09-27,,Gert,Julius,1936,DKP,,BE,8
2009-09-27,,Jörg,Juner,1967,SPD,,RP,26
2009-09-27,,Andreas,Jung,1975,CDU,287,,
2009-09-27,Dr.,Franz Josef,Jung,1949,CDU,184,HE,1
2009-09-27,,Gabriele,Jung,1965,GRÜNE,,SL,4
2009-09-27,,Johannes,Jung,1967,SPD,271,BW,19
2009-09-27,,Manuela,Jung,1960,Tierschutzpartei,,NI,3
2009-09-27,,Sabine,Jung,1960,SPD,,SL,8
2009-09-27,,Walter,Jung,1950,FDP,202,RP,14
2009-09-27,,Xaver,Jung,1962,CDU,210,RP,14
2009-09-27,,Jörg,Jungmann,1952,DIE LINKE,179,HE,6
2009-09-27,,Franziska,Junker,1963,DIE LINKE,26,NI,26
2009-09-27,,Luzian Bernd,Junkereit,1969,DIE LINKE,135,,
2009-09-27,,Josip,Juratovic,1959,SPD,267,BW,15
2009-09-27,,Dirk,Just,1973,GRÜNE,210,,
2009-09-27,,Jens,Kabisch,1984,SPD,152,SN,11
2009-09-27,,Oliver,Kaczmarek,1970,SPD,145,NW,48
2009-09-27,,Arne,Kaehne,1977,NPD,2,,
2009-09-27,,Gabriele,Kaenders,1951,DIE LINKE,,NW,25
2009-09-27,,Martina,Kaesbach,1964,FDP,,HH,4
2009-09-27,,Alexander,Kästner,1975,CDU,197,TH,8
2009-09-27,,Toni,Kästner,1985,BüSo,161,SN,2
2009-09-27,Dr.,Hartmut Herrmann,Kahl,1981,GRÜNE,165,SN,4
2009-09-27,,Michèle,Kahl,1985,GRÜNE,,NI,15
2009-09-27,,Yazgülü,Kahraman-Meister,1962,MLPD,,NW,4
2009-09-27,,Johannes,Kahrs,1963,SPD,19,,
2009-09-27,,Werner,Kainz,1963,DIE VIOLETTEN,,BY,6
2009-09-27,,Brigitte Ottilie,Kaiser,1944,Bündnis21/RRP,29,NI,8
2009-09-27,,Christa,Kaiser,1953,BüSo,220,BY,2
2009-09-27,,Gerhard,Kaiser,1954,SPD,,HE,40
2009-09-27,,Manfred,Kaiser,1968,ÖDP,,TH,8
2009-09-27,,Peter,Kaiser,1971,FDP,,RP,22
2009-09-27,,Sandra,Kaiser,1974,ÖDP,,TH,10
2009-09-27,,Bartholomäus,Kalb,1949,CSU,227,,
2009-09-27,,Artur,Kalka,1969,Tierschutzpartei,,BE,1
2009-09-27,,Patrick,Kallweit,1985,NPD,53,NI,4
2009-09-27,,Uwe,Kallweit,1955,NPD,46,,
2009-09-27,Dr.,Helmut,Kaltenhauser,1961,FDP,247,BY,22
2009-09-27,,Norman,Kalteyer,1965,DIE LINKE,184,,
2009-09-27,,Uwe,Kaltschmid,1956,Volksabstimmung,,BW,7
2009-09-27,,Ali,Kamburoglu,1958,,76,,
2009-09-27,,Maren,Kaminski,1979,DIE LINKE,40,,
2009-09-27,,Hans-Werner,Kammer,1948,CDU,27,NI,13
2009-09-27,,Jürgen,Kammer,1962,PIRATEN,,SL,4
2009-09-27,,Rochus,Kammer,1956,FDP,,BY,33
2009-09-27,,Günther,Kammerer,1963,FDP,230,BY,46
2009-09-27,,Heiner,Kamp,1964,FDP,132,NW,19
2009-09-27,,Steffen,Kampeter,1963,CDU,135,NW,8
2009-09-27,,Steffen,Kanitz,1984,CDU,143,NW,52
2009-09-27,,Olcay,Kanmaz,1957,DIE LINKE,198,,
2009-09-27,,Harald,Kanneder,1965,,231,,
2009-09-27,,Ahmet,Kansiz,1963,,185,,
2009-09-27,,Helena,Kapp,1951,CDU,,BW,29
2009-09-27,,Thomas,Karcher,1978,,219,,
2009-09-27,,Alois,Karl,1950,CSU,232,,
2009-09-27,,Andreas,Karl,1963,NPD,74,ST,4
2009-09-27,,Ilja Bertold,Karpowski,1981,BüSo,97,NW,6
2009-09-27,Dr.,Detleff,Karstens,1941,PBC,52,,
2009-09-27,,Stefan,Karstens,1981,DIE LINKE,4,,
2009-09-27,,Andreas,Kaschke,1967,NPD,97,,
2009-09-27,,Heidi,Kaschner,1955,DIE LINKE,,BY,19
2009-09-27,,Suat,Kasem,1988,PIRATEN,233,,
2009-09-27,,Jacqueline,Kasper,1978,NPD,123,,
2009-09-27,,Bernhard Nikolaus,Kaster,1957,CDU,204,RP,3
2009-09-27,,Susanne,Kastner,1946,SPD,248,BY,2
2009-09-27,,Ilse,Kather,1948,MLPD,,BE,4
2009-09-27,,Michael,Kauch,1967,FDP,143,NW,10
2009-09-27,,Siegfried,Kauder,1950,CDU,286,,
2009-09-27,,Volker,Kauder,1949,CDU,285,BW,3
2009-09-27,,Johanna,Kaufmann,1940,ÖDP,263,,
2009-09-27,Dr.,Stefan,Kaufmann,1969,CDU,258,,
2009-09-27,,Thomas,Kauper,1960,PBC,,BY,7
2009-09-27,,Titus-Ivo,Kaute,1952,,79,,
2009-09-27,,Uwe Adolf Otto,Kekeritz,1953,GRÜNE,243,BY,10
2009-09-27,,Ulrich,Kelber,1968,SPD,97,NW,16
2009-09-27,,Christian,Keller,1976,SPD,,NI,59
2009-09-27,,Hartmut,Keller,1941,RENTNER,,SH,1
2009-09-27,,Thomas,Keller,1959,FDP,50,NI,24
2009-09-27,,Hans-Jürgen,Kemmerle,1953,DIE LINKE,265,BW,20
2009-09-27,,Ulrike,Kepper-Grämer,1956,FDP,,HE,37
2009-09-27,,Jens,Keppler,1966,NPD,284,,
2009-09-27,,Michael,Kerber,1978,NPD,285,,
2009-09-27,,Daniel,Kern,1983,CDU,,RP,34
2009-09-27,,Bärbel,Kersken,1964,MLPD,,TH,7
2009-09-27,,Gerd,Kersting,1956,ÖDP,,NW,1
2009-09-27,,Sieglinde,Kersting,1957,ÖDP,,NW,5
2009-09-27,,Ulrike Josefine,Kessing,1965,GRÜNE,102,,
2009-09-27,,Ilko,Keßler,1971,SPD,157,SN,12
2009-09-27,,Achim Robert,Keßler-Binder,1938,DIE VIOLETTEN,10,,
2009-09-27,,Thomas,Kestler,1975,GRÜNE,241,,
2009-09-27,,Katja,Keul,1969,GRÜNE,41,NI,5
2009-09-27,,Nader,Khalil,1968,CDU,,BE,13
2009-09-27,,Susanne,Kieckbusch,1961,GRÜNE,295,BW,19
2009-09-27,Dr.,Reinhold,Kiehl,1947,,234,,
2009-09-27,,Franz Xaver,Kieninger,1964,REP,,BY,11
2009-09-27,Dr.,Cornelia,Kienzer,1957,Freie Union,222,,
2009-09-27,,Roderich,Kiesewetter,1963,CDU,270,,
2009-09-27,,Thomas,Kik,1965,REP,,NW,10
2009-09-27,,Memet,Kilic,1967,GRÜNE,279,BW,10
2009-09-27,,Lutz,Kind,1961,,12,,
2009-09-27,,Ralf,Kindelmann,1976,CSU,,BY,51
2009-09-27,,Sven-Christian,Kindler,1985,GRÜNE,36,NI,6
2009-09-27,,Anja,Kindo,1966,DIE LINKE,27,NI,24
2009-09-27,,Katja,Kipping,1978,DIE LINKE,160,SN,1
2009-09-27,,Andreas,Kirchgeßner,1959,DIE LINKE,284,BW,14
2009-09-27,Dr.,Josef,Kirchmann,1946,BP,256,BY,4
2009-09-27,,Bruno Josef,Kirchner,1953,NPD,102,,
2009-09-27,,Gertrud,Kirf,1957,SPD,,SL,23
2009-09-27,,Martina,Kirsch,1973,FDP,,SL,10
2009-09-27,,Frank,Kirstan,1965,SPD,,BE,11
2009-09-27,,Hakan,Kisa,1975,GRÜNE,,BY,24
2009-09-27,,Thomas,Kistermann,1970,MLPD,,NW,13
2009-09-27,,Stefan,Kisters,1966,GRÜNE,214,,
2009-09-27,,Manfred,Kitzberger,1959,REP,,BY,7
2009-09-27,,Eckart Peter Hans,Klaeden von,1965,CDU,49,NI,2
2009-09-27,,Simon,Klages,1969,PIRATEN,,HE,2
2009-09-27,,Olaf,Klampe,1955,FDP,7,SH,10
2009-09-27,,Ewa,Klamt,1950,CDU,46,NI,15
2009-09-27,,Guido,Klamt,1970,ÖDP,265,,
2009-09-27,,Olaf,Klanke,1967,NPD,42,,
2009-09-27,,Wolfgang,Klare,1966,FDP,138,NW,58
2009-09-27,,Andreas,Klaschka,1958,FDP,189,TH,5
2009-09-27,,Anne,Klatt,1982,GRÜNE,16,MV,5
2009-09-27,,Helmut,Klaus,1949,REP,,BY,17
2009-09-27,,Werner,Klawun,1942,NPD,27,,
2009-09-27,,Anne Käthe,Kleffel,1951,MLPD,,NI,2
2009-09-27,,Kurt-Peter,Kleffel,1953,MLPD,42,NI,6
2009-09-27,,Christian,Kleiminger,1965,SPD,14,,
2009-09-27,,Achim,Klein,1952,ÖDP,17,,
2009-09-27,,Martin,Klein,1959,DIE LINKE,205,,
2009-09-27,,Rosalinde,Klein,1941,CM,,BY,1
2009-09-27,,Volkmar,Klein,1960,CDU,149,NW,32
2009-09-27,,Maria Anna,Klein-Schmeink,1958,GRÜNE,130,NW,11
2009-09-27,,Thea,Kleinert,1966,DIE LINKE,,HB,3
2009-09-27,,Renate,Kleinfeld,1952,SPD,,HH,8
2009-09-27,Dr.,Peter,Kleinmann,1956,CDU,,SL,8
2009-09-27,,Alexander,Kleist,1984,FDP,,SL,9
2009-09-27,,Horst Karl Hermann,Klemke,1937,RENTNER,,NW,12
2009-09-27,,Jan,Klemkow,1988,PIRATEN,,MV,3
2009-09-27,,Heidrich Torwald,Klenhart,1975,NPD,232,BY,10
2009-09-27,,Thomas,Kleppe,1962,PBC,,HB,3
2009-09-27,,Jürgen,Klimke,1948,CDU,23,HH,2
2009-09-27,,Lars,Klingbeil,1978,SPD,36,NI,7
2009-09-27,,Marcel,Klinge,1980,FDP,286,BW,29
2009-09-27,,Harald,Klingenberg,1950,Freie Union,66,,
2009-09-27,,Wolfgang,Klinger,1961,DIE LINKE,115,,
2009-09-27,,Andreas,Klingner,1961,,156,,
2009-09-27,,Peter,Klis,1956,,174,,
2009-09-27,,Hubert,Klodt,1951,FDP,129,NW,25
2009-09-27,,Julia,Klöckner,1972,CDU,202,RP,6
2009-09-27,,Hans-Ulrich,Klose,1937,SPD,24,,
2009-09-27,Dr.,Michael,Klotzbücher,1951,FDP,288,BW,22
2009-09-27,,Mario,Klotzsche,1977,FDP,175,HE,21
2009-09-27,,Astrid,Klug,1968,SPD,299,SL,3
2009-09-27,,Christoph Augustinus,Klug,1950,MLPD,,NW,27
2009-09-27,,Hans-Robert,Klug,1972,NPD,199,,
2009-09-27,,Andy,Knape,1986,NPD,67,,
2009-09-27,,Adolf,Knapp,1952,DIE LINKE,178,,
2009-09-27,,Martin,Knauber,1963,FDP,112,NW,54
2009-09-27,,Detlef,Knauer,1958,GRÜNE,44,,
2009-09-27,,Daniel,Knebel,1984,NPD,180,HE,4
2009-09-27,,Peter Erich,Knitsch,1960,GRÜNE,105,,
2009-09-27,,Matthias,Knoche,1961,GRÜNE,172,HE,8
2009-09-27,,Monika,Knoche,1954,DIE LINKE,159,SN,9
2009-09-27,,Rolf Bernhard,Knocke,1953,DIE LINKE,,NW,33
2009-09-27,,Sieglinde,Knöchner,1953,DIE LINKE,224,BY,13
2009-09-27,,Axel,Knoerig,1967,CDU,34,NI,26
2009-09-27,Dr.,Per,Knöß,1977,FDP,204,,
2009-09-27,,Carmen,Knollmann,1956,CDU,139,NW,37
2009-09-27,Dr.,Lutz,Knopek,1958,FDP,54,NI,9
2009-09-27,,Thorsten,Knott,1974,FDP,99,NW,29
2009-09-27,,Frank,Knuffke,1965,NPD,,BB,11
2009-09-27,,Gerd,Kobe,1948,REP,,BW,13
2009-09-27,,Pascal,Kober,1971,FDP,289,BW,13
2009-09-27,,Christian,Koch,1971,PIRATEN,,NI,2
2009-09-27,,Harald,Koch,1954,DIE LINKE,75,ST,6
2009-09-27,,Helga,Koch,1956,SPD,241,BY,20
2009-09-27,,Torsten,Koch,1967,GRÜNE,52,,
2009-09-27,,Ute Maria Christine,Koczy,1961,GRÜNE,136,NW,7
2009-09-27,,Heiko,Köhler,1974,NPD,265,,
2009-09-27,Dr.,Kristina,Köhler,1977,CDU,179,HE,8
2009-09-27,,Renate Erna,Köhler,1938,DVU,,SH,1
2009-09-27,,Ulrich-Günther,Koehler,1954,FDP,70,,
2009-09-27,,Werner,Köhler,1955,GRÜNE,29,NI,16
2009-09-27,,Annette,Köhn,1976,,83,,
2009-09-27,,Christian,Kölle,1952,MLPD,,HH,6
2009-09-27,,Marion Monika Ingrid,Köllner,1952,DIE LINKE,,NI,16
2009-09-27,,Werner,Köllner,1954,DKP,,BE,7
2009-09-27,,Josef,König,1966,FDP,,BY,47
2009-09-27,,Roland,König,1966,FDP,296,SL,3
2009-09-27,,Ulrich,König,1981,PIRATEN,,SH,3
2009-09-27,,Thomas,Koenigs,1944,GRÜNE,174,HE,4
2009-09-27,,Hellmut Georg Richard,Königshaus,1950,FDP,85,BE,3
2009-09-27,,Wolf-Dieter,Könnecke,1966,,55,,
2009-09-27,,Christian,Köpp,1986,GRÜNE,278,,
2009-09-27,,Daniel,Köppen,1984,BüSo,77,BE,4
2009-09-27,,Jens,Koeppen,1962,CDU,58,BB,4
2009-09-27,,Sebastian,Körber,1980,FDP,236,BY,9
2009-09-27,,Julia,Koerlin,1954,SPD,,HE,32
2009-09-27,,Georg,Körndl,1958,BüSo,,BY,16
2009-09-27,,Frank,Körner,1962,NPD,171,,
2009-09-27,,Steve,Körner,1979,PBC,167,,
2009-09-27,,Fritz Rudolf,Körper,1954,SPD,202,RP,5
2009-09-27,,Anton,Köschinger,1961,DVU,,HE,2
2009-09-27,,Hamiyet,Köse,1960,DIE LINKE,,HH,7
2009-09-27,,Michael,Koesling,1976,FAMILIE,111,NW,9
2009-09-27,,Stefan,Köster,1973,NPD,12,,
2009-09-27,,Hans Henning,Köster-Sollwedel,1949,DIE LINKE,172,HE,8
2009-09-27,,Andrea,Kötter,1964,SPD,,NI,58
2009-09-27,,Anja,Kofbinger,1960,GRÜNE,83,BE,5
2009-09-27,Dr.,Bärbel,Kofler,1967,SPD,225,BY,16
2009-09-27,,Hauke,Koglin,1988,NPD,,HB,5
2009-09-27,,Horst,Kohl,1944,PBC,,BY,11
2009-09-27,,Hans August,Kohle,1935,CDU,,BW,55
2009-09-27,,Sascha,Kohlmann,1975,CDU,,RP,27
2009-09-27,,Manuela,Kokott,1968,NPD,66,BB,3
2009-09-27,,Mirco,Kolarczik,1984,DIE LINKE,294,,
2009-09-27,,Christian,Kolb,1966,GRÜNE,177,HE,20
2009-09-27,Dr.,Heinrich Leonhard,Kolb,1956,FDP,187,HE,3
2009-09-27,,Michael,Kolb,1974,CDU,,BW,33
2009-09-27,,Anja,Kolbe,1980,FDP,192,TH,3
2009-09-27,,Daniela,Kolbe,1980,SPD,153,SN,4
2009-09-27,,Manfred Lothar,Kolbe,1953,CDU,152,,
2009-09-27,,Alexander Ludwig,Kolbeck,1965,FAMILIE,,BY,1
2009-09-27,,Dagmar Marie,Kolkmann-Lutz,1953,MLPD,,SN,4
