Titel;Vorname;Nachname;Partei;Jahrgang;Kandidatennummer
;"Martin";"Scheibe";"REP";1989;2665
;"Andreas";"Scheibleger";"PIRATEN";1987;2666
;"Matthias";"Scheibleger";"PIRATEN";1989;2667
;"Katharina";"Scheinert";;1980;2668
;"Gerhard";"Schelle";"NPD";1943;2669
;"Julia";"Scheller";"MLPD";1982;2670
;"Pia";"Schellhammer";"GRÜNE";1985;2671
;"Karsten";"Schenk";"CDU";1976;2672
"Dr.";"Frank";"Schepke";;1935;2673
;"Mark";"Schepke";;1966;2674
"Prof. Dr. Dr.";"Christian";"Scherer";"CDU";1956;2675
;"Philipp";"Scherer";"PIRATEN";1984;2676
;"Ursula";"Scherer";"CDU";1937;2677
;"Heidemarie";"Scheuch-Paschkewitz";"DIE LINKE";1959;2678
"Dr.";"Andreas";"Scheuer";"CSU";1974;2679
;"David";"Schichel";"GRÜNE";1981;2680
"Dr.";"Gerhard";"Schick";"GRÜNE";1972;2681
;"Jens-Wolfhard";"Schicke";"PIRATEN";1987;2682
;"Alois";"Schieber";"BüSo";1964;2683
;"Marianne";"Schieder";"SPD";1962;2684
;"Werner";"Schieder";"SPD";1948;2685
;"Udo";"Schiefner";"SPD";1959;2686
;"Nico";"Schiemann";"NPD";1979;2687
;"Cornelia";"Schiergott";"CDU";1956;2688
;"Karl Richard Maria";"Schiewerling";"CDU";1951;2689
;"Hans Lothar";"Schiffer";"FDP";1939;2690
;"Barbara";"Schilke";"MLPD";1953;2691
;"Albert";"Schill";"CDU";1946;2692
"Dr.";"Konrad";"Schily";"FDP";1937;2693
;"Wolfgang";"Schimmel";"NPD";1962;2694
;"Gabriela";"Schimmer-Göresz";"ödp";1952;2695
;"Herold Albert";"Schincke";;1951;2696
;"Jörg";"Schindler";"DIE LINKE";1972;2697
;"Norbert";"Schindler";"CDU";1949;2698
;"Tankred";"Schipanski";"CDU";1976;2699
;"Georg";"Schirmbeck";"CDU";1949;2700
;"Alexander";"Schirrah";"SPD";1969;2701
;"Tobias";"Schläger";"SPD";1984;2702
;"Britta Sylvia";"Schlage";"SPD";1956;2703
;"Richard";"Schlappa";"DIE LINKE";1949;2704
;"Michael";"Schlecht";"DIE LINKE";1951;2705
;"Laura";"Schlegelberger";"CDU";1983;2706
;"Paul Friedrich Georg Martin";"Schlesinger";"MLPD";1947;2707
;"Gudrun";"Schlett";"DIE LINKE";1961;2708
;"Gertraude";"Schlierer";"REP";1928;2709
"Dr.";"Rolf";"Schlierer";"REP";1955;2710
;"Hanns-Dieter";"Schlierf";"ödp";1954;2711
;"Bernd";"Schlitter-Bankloh";"MLPD";1942;2712
;"Klaus-Dieter";"Schlottmann";"PBC";1949;2713
;"Bärbel";"Schlude";"REP";1976;2714
;"Andrew";"Schlüter";"MLPD";1967;2715
;"Sanja";"Schlüter";"MLPD";1977;2716
;"Philipp";"Schmagold";"GRÜNE";1979;2717
;"Andreas";"Schmalcz";"CSU";1965;2718
;"Brigitte";"Schmid";"GRÜNE";1952;2719
;"Hans";"Schmid";"CDU";1942;2720
;"Walter";"Schmid";"DIE LINKE";1953;2721
;"Werner";"Schmidberger";"ADM";1937;2722
;"Michaela";"Schmidinger";"DVU";1969;2723
;"Andreas";"Schmidt";"CDU";1956;2724
;"Birger";"Schmidt";"PIRATEN";1973;2725
;"Carina";"Schmidt";"FDP";1986;2726
;"Christel";"Schmidt";"REP";1936;2727
;"Christian";"Schmidt";"CSU";1957;2728
;"Dagmar";"Schmidt";"SPD";1973;2729
;"Edda";"Schmidt";"NPD";1948;2730
;"Ekkehard";"Schmidt";"SPD";1946;2731
;"Franz";"Schmidt";"FDP";1974;2732
"Dr.";"Frithjof";"Schmidt";"GRÜNE";1953;2733
;"Gabriele";"Schmidt";"CDU";1956;2734
;"Hans";"Schmidt";"NPD";1939;2735
;"Heiko";"Schmidt";"GRÜNE";1988;2736
;"Ingrid";"Schmidt";"CM";1938;2737
;"Karlheinz";"Schmidt";"CM";1941;2738
;"Marion Beate Friederike";"Schmidt";"MLPD";1954;2739
;"Miriam";"Schmidt";"SPD";1980;2740
;"Renate";"Schmidt";"MLPD";1959;2741
;"Rudolf";"Schmidt";"PBC";1967;2742
;"Rudolf Lothar";"Schmidt";"DIE LINKE";1951;2743
;"Silvia";"Schmidt";"SPD";1954;2744
;"Stefan";"Schmidt";"SPD";1985;2745
;"Tim";"Schmidt";"PIRATEN";1969;2746
;"Ulla";"Schmidt";"SPD";1949;2747
;"Lars";"Schmidt-Berg";"CDU";1978;2748
;"Ekkehard Arno Walter";"Schmidt-Riediger";"CDU";1939;2749
;"Christiane";"Schmidt-Rose";"CDU";1959;2750
;"Brigitte Maria";"Schmitt";"FAMILIE";1973;2751
;"Christian";"Schmitt";"FDP";1981;2752
;"Heinz";"Schmitt";"SPD";1951;2753
;"Ingo";"Schmitt";"CDU";1979;2754
;"Michael";"Schmitt";"FAMILIE";1971;2755
;"Thomas";"Schmitt";"CDU";1973;2756
;"Andreas";"Schmitz";"GRÜNE";1965;2757
;"Christian";"Schmitz";"SPD";1975;2758
;"Jürgen Theo";"Schmitz";;1965;2759
;"Dominik";"Schmoll";"SPD";1988;2760
;"Ulrich";"Schmück";"FDP";1961;2761
;"Hermann August";"Schnarre";"NPD";1935;2762
;"Andreas";"Schneider";;1963;2763
;"Astrid";"Schneider";"GRÜNE";1965;2764
;"Carsten";"Schneider";"SPD";1976;2765
;"Franz-Herbert";"Schneider";"REP";1949;2766
;"Gerda";"Schneider";"CDU";1959;2767
;"Guntram";"Schneider";"SPD";1951;2768
"Dr.";"Heinz-Joachim Herbert";"Schneider";"REP";1939;2769
;"Horst";"Schneider";"DIE LINKE";1959;2770
;"Maria Magdalena";"Schneider";"CDU";1940;2771
;"Matthias";"Schneider";"GRÜNE";1960;2772
;"Norbert";"Schneider";"DIE LINKE";1964;2773
;"Philipp";"Schneider";"SPD";1983;2774
;"Sebastian";"Schneider";"PIRATEN";1985;2775
;"Steffen";"Schneider";"NPD";1968;2776
;"Ulrich";"Schneider";"GRÜNE";1972;2777
;"Volker";"Schneider";"DIE LINKE";1955;2778
;"Franz Xaver";"Schneiderbauer";"REP";1940;2779
;"Charlotte";"Schneidewind-Hartnagel";"GRÜNE";1953;2780
;"Jochim";"Schnell";"NPD";1976;2781
;"Patrick";"Schnieder";"CDU";1968;2782
;"Monya";"Schnittke";"GRÜNE";1985;2783
;"Michael";"Schnorr";"NPD";1954;2784
;"Toralf";"Schnur";"FDP";1975;2785
;"Christoph";"Schnurr";"FDP";1984;2786
;"Thomas Friedrich";"Schock";"DIE LINKE";1968;2787
"Dr.";"Andreas";"Schockenhoff";"CDU";1957;2788
;"Rudi";"Schöberl";"DIE LINKE";1955;2789
;"Carolin";"Schoen";"CSU";1978;2790
;"Friedrich";"Schönbeck";;1937;2791
;"Tilo";"Schöne";"REP";1957;2792
;"Renate";"Schönfeld";"DKP";1948;2793
;"Siegfried";"Schönfeld";"GRÜNE";1950;2794
;"Detlef";"Schönig";"DIE LINKE";1955;2795
;"Uwe";"Schönwald";"DVU";1963;2796
;"Richard";"Schöps";"BP";1967;2797
;"Steffen";"Schöps";"FDP";1970;2798
;"Alexander";"Scholl";"NPD";1985;2799
;"Frank";"Scholz";"BüSo";1965;2800
;"Günter";"Scholz";"REP";1960;2801
;"Marcell";"Scholz";"REP";1986;2802
;"Mike";"Scholz";"REP";1975;2803
;"Olaf";"Scholz";"SPD";1958;2804
;"Manuela";"Schon";"DIE LINKE";1982;2805
;"Alexander";"Schopf";"FDP";1977;2806
;"Susanne";"Schoppen";"FDP";1948;2807
;"Erwin";"Schott";"DIE VIOLETTEN";1952;2808
;"Fritz";"Schowald";"DIE VIOLETTEN";1953;2809
;"Hartmut";"Schrader";;1950;2810
;"Henning";"Schramm";"CDU";1962;2811
;"Inge";"Schramm";;1960;2812
;"Robert";"Schramm";"ödp";1959;2813
;"Elke";"Schreiber";"SPD";1945;2814
;"Peter";"Schreiber";"NPD";1973;2815
;"Bernd Nobert Harry";"Schreiner";"PIRATEN";1967;2816
;"Bertold";"Schreiner";"BüSo";1960;2817
;"Ottmar";"Schreiner";"SPD";1946;2818
;"Jendrik";"Schröder";"SPD";1984;2819
"Dr.";"Ole";"Schröder";"CDU";1971;2820
;"Patrick Hermann";"Schröder";"NPD";1983;2821
;"Thea";"Schröder";"DIE VIOLETTEN";1939;2822
;"Ulrich";"Schröder";"DIE LINKE";1947;2823
;"Petra";"Schröer";"SPD";1960;2824
;"Andrea";"Schrutek";"DIE LINKE";1963;2825
"Prof.";"Gottfried";"Schubert";"REP";1931;2826
;"Jörg Hans";"Schubert";"NPD";1956;2827
;"Katina";"Schubert";"DIE LINKE";1961;2828
;"Arnd";"Schubeus";"REP";1967;2829
;"Gabriele";"Schuchalter-Eicke";"GRÜNE";1952;2830
"Dr.";"Lothar";"Schuchmann";"DIE LINKE";1940;2831
;"Robert";"Schuder";"BP";1968;2832
;"Heiner Helmut Willi";"Schülke";"FDP";1950;2833
;"Monika";"Schüllenbach-Schöne";"Die Tierschutzpartei";1941;2834
;"Jörg";"Schümann";"GRÜNE";1960;2835
;"Perdita";"Schünemann";"DIE VIOLETTEN";1960;2836
;"Sigrid";"Schüßler";"NPD";1969;2837
;"Rainer";"Schütten";"SPD";1953;2838
;"Daniel";"Schütz";"BP";1931;2839
;"Jürgen";"Schützinger";"NPD";1953;2840
;"Rudolf";"Schützinger";"NPD";1982;2841
;"Herbert Karl";"Schui";"DIE LINKE";1940;2842
;"Graf von der Friedrich-Werner";"Schulenburg";"NPD";1947;2843
;"Oliver";"Schulte";"CSU";1979;2844
;"Peter";"Schulte";"DIE LINKE";1969;2845
;"Bernhard";"Schulte-Drüggelte";"CDU";1951;2846
;"Daniel";"Schultheiß";"PIRATEN";1980;2847
;"Frank";"Schultz";"PIRATEN";1972;2848
;"Vasco";"Schultz";"DIE LINKE";1976;2849
;"Velda";"Schultz";"ödp";1985;2850
"Dr.";"Andreas";"Schulz";"GRÜNE";1970;2851
;"Dieter";"Schulz";"NPD";1969;2852
;"Gerhard-Walter";"Schulz";"DIE LINKE";1950;2853
;"Herbert Heinrich Paul";"Schulz";"DIE LINKE";1947;2854
"Dr.";"Horst";"Schulz";"FWD";1943;2855
;"Ines Rosika";"Schulz";"DIE VIOLETTEN";1961;2856
;"Jimmy";"Schulz";"FDP";1968;2857
;"Katrin";"Schulz";"CDU";1959;2858
;"Rico";"Schulz";"BüSo";1978;2859
;"Roland";"Schulz";"DVU";1959;2860
;"Swen";"Schulz";"SPD";1968;2861
;"Erik";"Schulze";"NPD";1984;2862
"Prof. Dr.";"Joachim";"Schulze";"GRÜNE";1952;2863
;"Karl-Heinz";"Schulze";"MLPD";1955;2864
;"Sigrid";"Schulze";"REP";1966;2865
;"Tobias";"Schulze";"DIE LINKE";1976;2866
;"Heinz";"Schumacher";;1953;2867
;"Manfred";"Schumacher";"ödp";1959;2868
;"Markus";"Schumacher";"NPD";1977;2869
;"Ulrich";"Schumacher";"PIRATEN";1966;2870
;"Dieter";"Schumann";;1953;2871
;"Ingo Martin Gerhard";"Schumann";"MLPD";1950;2872
;"Robert";"Schumann";"NPD";1947;2873
;"Uwe";"Schummer";"CDU";1957;2874
;"Ewald";"Schurer";"SPD";1954;2875
;"Manfred";"Schurr";"PBC";1966;2876
;"Alfred";"Schuster";"SPD";1955;2877
;"Armin";"Schuster";"CDU";1961;2878
;"Marina";"Schuster";"FDP";1975;2879
;"Peter";"Schuster";"BP";1950;2880
;"Thorsten";"Schuster";"NPD";1964;2881
;"Angelika";"Schwab";"Die Tierschutzpartei";1959;2882
;"Frank";"Schwabe";"SPD";1970;2883
"Dr.";"Angelica Klara";"Schwall-Düren";"SPD";1948;2884
;"Stefan";"Schwan";"GRÜNE";1969;2885
"Dr.";"Martin";"Schwanholz";"SPD";1960;2886
;"Rolf";"Schwanitz";"SPD";1959;2887
;"Stefan";"Schwartze";"SPD";1974;2888
;"Andreas";"Schwarz";"GRÜNE";1979;2889
;"Andreas";"Schwarz";"SPD";1965;2890
"Dr.";"Caroline";"Schwarz";"BP";1971;2891
"Dr.";"Christian";"Schwarz";"CSU";1974;2892
;"Jan";"Schwarz";"SPD";1982;2893
;"Maria Viktoria";"Schwarz";"CM";1943;2894
;"Michael";"Schwarz";"CDU";1984;2895
;"Ulrich";"Schwarz";"NPD";1941;2896
;"Rita";"Schwarzelühr-Sutter";"SPD";1962;2897
;"Peter Paul Alfons";"Schwarzenberg";"REP";1949;2898
;"Frank";"Schwarzer";"DIE LINKE";1974;2899
;"Daniel";"Schweer";"SPD";1982;2900
"Dr.";"Erik";"Schweickert";"FDP";1972;2901
"Dr.";"Hermann";"Schweiger";"ödp";1954;2902
;"Angelika Elisabeth Christine";"Schweitzer";"MLPD";1949;2903
;"Gottfried";"Schweitzer";"MLPD";1946;2904
;"Felix";"Schwenke";"SPD";1979;2905
;"Frank";"Schwerdt";"NPD";1944;2906
;"Joachim";"Schwiderke";"SPD";1961;2907
;"Heinrich";"Schwimmbeck";"DIE LINKE";1957;2908
;"Enrico";"Schwülbe";"DIE LINKE";1973;2909
;"Clemens Johann";"Seebens";"PBC";1955;2910
;"Hans-Joachim";"Seeger";"DIE LINKE";1943;2911
;"Valentin";"Seehausen";"GRÜNE";1990;2912
;"Manfred";"Seel";"DIE LINKE";1954;2913
;"Peter";"Seelmann";"CDU";1952;2914
;"Harry";"Seemann";;1955;2915
;"Wolfgand Josef Emil";"Seemann";"ödp";1950;2916
;"Ulrike";"Seemann-Katz";"GRÜNE";1955;2917
;"Matthias";"Seestern-Pauly";"FDP";1984;2918
;"Norbert";"Segerath";"DIE LINKE";1948;2919
;"Daniela";"Seibel";"Die Tierschutzpartei";1969;2920
;"Dietrich";"Seidel";"NPD";1936;2921
;"Horst Gerhard";"Seidel";"RRP";1940;2922
;"Wolfgang";"Seidel";"DIE LINKE";1969;2923
;"Lothar";"Seidemann";"REP";1950;2924
"Dr.";"Hermann";"Seiderer";"BP";1941;2925
;"Daniela";"Seidl";"FDP";1979;2926
;"Detlef";"Seif";"CDU";1962;2927
;"Berthold";"Seifert";"REP";1964;2928
"Dr.";"Ilja";"Seifert";"DIE LINKE";1951;2929
;"Till";"Seiler";"GRÜNE";1981;2930
;"Andreas";"Seitz";"ödp";1967;2931
;"Petra";"Selg";"GRÜNE";1961;2932
;"Jürgen";"Selke-Witzel";"GRÜNE";1967;2933
;"Johannes";"Selle";"CDU";1956;2934
;"Markus";"Selzener";"FDP";1964;2935
;"Reinhold";"Sendker";"CDU";1952;2936
;"Mieke";"Senftleben";"FDP";1952;2937
;"Kathrin";"Senger-Schäfer";"DIE LINKE";1962;2938
;"Alisan";"Sengül";"DIE LINKE";1969;2939
"Dr.";"Patrick";"Sensburg";"CDU";1971;2940
;"Wolfgang";"Serway";"MLPD";1948;2941
;"Raju";"Sharma";"DIE LINKE";1964;2942
;"Waltraud";"Siade";;1959;2943
;"Thomas";"Sieber";"BP";1989;2944
;"Bernd";"Siebert";"CDU";1949;2945
;"Hendrik Gerd";"Siegel";"FDP";1977;2946
;"Christine";"Siegert";"CDU";1955;2947
;"Harry";"Siegert";"DIE LINKE";1947;2948
;"Udo";"Sieghart";"NPD";1957;2949
;"Andreas";"Siegmund";;1960;2950
;"Iris Ursula Elisabeth";"Siekiera";"SPD";1956;2951
"Dr.";"Carsten Günter Erich";"Sieling";"SPD";1959;2952
;"Melanie";"Siemen";"CDU";1974;2953
;"Sabine";"Siemsen";"DIE LINKE";1965;2954
;"Michael";"Siethoff";"Die Tierschutzpartei";1970;2955
;"Gudrun";"Sievers";"ödp";1961;2956
;"Wolfgang";"Siewert";"GRÜNE";1942;2957
;"Kosima";"Sikora";"FAMILIE";1957;2958
;"Thomas";"Silberhorn";"CSU";1968;2959
;"Herbert";"Simm";"CDU";1954;2960
;"Martin";"Simmermann";"DIE LINKE";1967;2961
;"Werner";"Simmling";"FDP";1944;2962
;"Johannes";"Singhammer";"CSU";1953;2963
;"Eugenia";"Singler";"CDU";1958;2964
;"Christopher";"Sitte";"FDP";1973;2965
"Dr.";"Petra";"Sitte";"DIE LINKE";1960;2966
;"Judith";"Skudelny";"FDP";1975;2967
;"Hannelore";"Slaugh";"Die Tierschutzpartei";1949;2968
;"Günter Paul";"Slave";"MLPD";1955;2969
;"Oliver";"Snelinski";;1980;2970
;"Karl";"Söllner";"SPD";1956;2971
;"Peter";"Sokolowski";"GRÜNE";1964;2972
"Dr.";"Hermann Otto";"Solms-Hohensolms-Lich Prinz zu";"FDP";1940;2973
;"Lothar";"Sommer";;1954;2974
;"Volker Christoph";"Sommer";"ödp";1944;2975
;"Bernd";"Sommerau";;1954;2976
;"Elke";"Sommermeyer";"FDP";1954;2977
;"Christoph";"Sonnenberg-Westeson";"GRÜNE";1969;2978
;"Sebastian";"Sonner";"ödp";1953;2979
;"Sina";"Sossna";"FDP";1990;2980
;"Alois";"Späth";;1937;2981
;"Jens";"Spahn";"CDU";1980;2982
"Dr.";"Günther";"Spangenberg";"FWD";1935;2983
;"Joachim";"Spatz";"FDP";1964;2984
;"Heiko";"Spauke";"REP";1979;2985
;"Tobias";"Specht";"GRÜNE";1977;2986
"Dr.";"Christoph Marcel";"Spehr";"DIE LINKE";1963;2987
;"Albert";"Speicher";"DIE LINKE";1951;2988
;"Viviane";"Spethmann-Berssenbrügge";"CDU";1967;2989
;"Rainer";"Spiering";"SPD";1956;2990
;"Richard";"Spieß";"DIE LINKE";1959;2991
;"Frank";"Spieth";"DIE LINKE";1947;2992
;"Hans";"Spieth";"ADM";1943;2993
;"Anita";"Spinner";"ödp";1964;2994
;"Norbert";"Spinrath";"SPD";1957;2995
;"Rolf";"Spitz";"SPD";1960;2996
;"Wolfgang";"Spitz";"CDU";1960;2997
;"Lars";"Spönlein";"NPD";1972;2998
;"Uta";"Spöri";"DIE LINKE";1955;2999
;"Ernst";"Sporer";"GRÜNE";1950;3000
;"Heinz-Günter";"Sprodowski";"Volksabstimmung";1930;3001
;"Matthias";"Stadie";"REP";1976;3002
"Dr.";"Maximilian";"Stadler";"FDP";1949;3003
;"Maren";"Stäbler";"CDU";1983;3004
;"Torsten Heiko";"Staffeldt";"FDP";1963;3005
;"Christian";"Stahl";"CDU";1975;3006
;"Rainer";"Staib";"CDU";1969;3007
;"Josef";"Stalleicher";"BüSo";1950;3008
;"Martina";"Stalleicken";"MLPD";1979;3009
;"Markus";"Stamm";"ödp";1970;3010
;"Thomas";"Stamm";"DIE LINKE";1968;3011
;"Martina";"Stamm-Fibich";"SPD";1965;3012
"Dr.";"Michael";"Stanglmaier";"GRÜNE";1963;3013
;"Eduard";"Stapel";"GRÜNE";1953;3014
;"Felix Johannes";"Staratschek";"ödp";1966;3015
;"Bettina";"Stark-Watzinger";"FDP";1968;3016
;"Alina";"Staszewski";"REP";1986;3017
;"Detlev";"Stauch";"REP";1953;3018
;"Carola";"Stauche";"CDU";1952;3019
;"Peter";"Staudenhöchtl";"REP";1955;3020
;"Alfred";"Staudt";"SPD";1958;3021
;"Horst";"Stauffer";"ödp";1934;3022
;"Ingo";"Stawitz";"NPD";1950;3023
;"Britta";"Steck";"GRÜNE";1965;3024
;"Anna-Elisabeth";"Stefanutti-Bscheidl";"BP";1955;3025
"Dr.";"Frank";"Steffel";"CDU";1966;3026
;"Sonja Amalie";"Steffen";"SPD";1963;3027
;"Manfred";"Steidle";"DIE LINKE";1958;3028
;"Günther";"Steiger";"BP";1958;3029
;"Marco Klaus Willy";"Steigert";"REP";1974;3030
"Dr.";"Dieter";"Stein";"MLPD";1957;3031
;"Horst-Peter";"Stein";"FDP";1960;3032
;"Kevin";"Stein";"NPD";1984;3033
;"Peter";"Stein";"CDU";1968;3034
;"Uli";"Stein";"ödp";1957;3035
;"Erika";"Steinbach";"CDU";1943;3036
;"Wilfried";"Steinberg";"REP";1940;3037
;"Holger";"Steinbiß";"NPD";1971;3038
;"Peer";"Steinbrück";"SPD";1947;3039
;"Dieter";"Steinecke";"SPD";1954;3040
;"Dorothea";"Steiner";"GRÜNE";1948;3041
;"Christina Theresa";"Steinheuer";"FDP";1979;3042
;"Lilli";"Steinke";"Volksabstimmung";1941;3043
;"Frank-Thomas";"Steinle";"DIE VIOLETTEN";1962;3044
;"Alfred";"Steinleitner";"NPD";1960;3045
"Dr.";"Frank-Walter";"Steinmeier";"SPD";1956;3046
;"Sven";"Steinmeyer";;1973;3047
;"Tom";"Steinwender";"GRÜNE";1978;3048
;"Frank Alfred";"Stengel";"Freie Union";1969;3049
;"Claus";"Stenglein";"SPD";1957;3050
;"Margitta Gisela";"Stephan";;1964;3051
;"André";"Stephany";"CDU";1989;3052
;"Andreas";"Steppuhn";"SPD";1962;3053
;"Stephan Peter";"Sterk";"DIE VIOLETTEN";1965;3054
;"Christian Alexander";"Stetten von";"CDU";1970;3055
;"Christian";"Steup";"NPD";1978;3056
;"Hendrik";"Stiefel";"PIRATEN";1983;3057
;"Dieter";"Stier";"CDU";1964;3058
;"Franziska";"Stier";"DIE LINKE";1984;3059
;"Frank Joachim";"Stierlin";"MLPD";1950;3060
;"Hauke";"Stiewe";;1971;3061
;"Sebastian";"Stiffel";"PIRATEN";1984;3062
"Dr.";"Rainer";"Stinner";"FDP";1947;3063
;"Madeleine";"Stockert";"MLPD";1947;3064
;"Hans-Achim";"Stockhausen von";"FDP";1945;3065
;"Hans Joachim";"Stockschläger";"FDP";1959;3066
;"Christiane";"Stodt-Kirchholtes";"GRÜNE";1962;3067
;"Sebastian";"Stöber";"NPD";1977;3068
;"Daniel";"Stöckel";"ödp";1979;3069
;"Volker";"Stöckel";;1966;3070
;"Matthias";"Stoll";"PIRATEN";1965;3071
;"Peter";"Stoltenberg";"GRÜNE";1949;3072
;"Phillip";"Stompfe";"CDU";1984;3073
;"Gero";"Storjohann";"CDU";1958;3074
;"Andreas";"Storm";"CDU";1964;3075
;"Axel";"Stoßno";"FDP";1967;3076
;"Veronika";"Stossun";"DIE LINKE";1949;3077
;"Stephan";"Stracke";"CSU";1974;3078
;"Christoph";"Strässer";"SPD";1949;3079
;"Hanna Bettina";"Stratmann";"DIE LINKE";1958;3080
;"Stefan";"Straub";"DIE LINKE";1945;3081
;"Max";"Straubinger";"CSU";1954;3082
;"Rüdiger Wilhelm";"Strauchmann";"DIE LINKE";1950;3083
;"Axel";"Strausdat";"DIE LINKE";1963;3084
;"Matthäus";"Strebl";"CSU";1952;3085
;"Dietmar";"Strehl";"GRÜNE";1956;3086
;"Reinhard";"Strehlke";"SPD";1954;3087
;"Ludwig";"Streitle";"REP";1947;3088
;"Wolfgang";"Strengmann-Kuhn";"GRÜNE";1964;3089
;"Karin";"Strenz";"CDU";1967;3090
;"Gerald";"Strickner";"BüSo";1953;3091
;"Sebastian";"Striegel";"GRÜNE";1981;3092
;"Friedbert";"Striewe";"GRÜNE";1958;3093
;"Thomas";"Strobl";"CDU";1960;3094
;"Hans-Christian";"Ströbele";"GRÜNE";1939;3095
;"Jörg Klaus Hartmut";"Stroedter";"SPD";1954;3096
;"Lena";"Strothmann";"CDU";1952;3097
;"Nikolai";"Strub";;1960;3098
;"Walter";"Strube";"CDU";1952;3099
;"Udo";"Strüker";"DIE LINKE";1956;3100
;"Pamela";"Strutz";"DIE LINKE";1979;3101
;"Joachim";"Struzyna";"MLPD";1955;3102
;"Susanne";"Struzyna";"MLPD";1956;3103
;"Sabine Ursula";"Stüber";"DIE LINKE";1953;3104
;"Michael";"Stübgen";"CDU";1959;3105
;"Joachim";"Stünker";"SPD";1948;3106
;"Heinrich";"Stürtz";"DIE LINKE";1949;3107
;"Tobias";"Stützer";"DIE LINKE";1981;3108
;"Arvid";"Stüwe";"PIRATEN";1976;3109
;"Erich Walter";"Sturm";"PIRATEN";1961;3110
;"Jan";"Sturm";"NPD";1965;3111
;"Ulrike";"Sturm";"GRÜNE";1961;3112
;"Astrid";"Suchanek";"Die Tierschutzpartei";1946;3113
;"Katja";"Suding";"FDP";1975;3114
;"Heike";"Sudmann";"DIE LINKE";1962;3115
;"Wilhelm";"Sudmann";"NPD";1960;3116
"Dr.";"Klaus";"Sühl";"DIE LINKE";1951;3117
;"Claudia";"Sünder";"SPD";1969;3118
;"Lydia";"Süßenbach";"PBC";1937;3119
;"Alexander";"Süßmair";"DIE LINKE";1977;3120
"Dr.";"Sabine";"Sütterlin-Waack";"CDU";1958;3121
;"Stefan";"Suhr";"NPD";1979;3122
;"Peter";"Sulzmann";"SPD";1964;3123
;"Christa";"Summerer";"BP";1958;3124
;"Ralf";"Susemichel";"SPD";1962;3125
;"Dirk";"Susemihl";"NPD";1969;3126
;"Cornelia";"Swillus-Knöchel";"DIE LINKE";1963;3127
;"Malte Maximilian Andreas Gabriel";"Symann";"CSU";1988;3128
;"Jan";"Syré";"FDP";1962;3129
;"Dorota";"Szymanska";"GRÜNE";1965;3130
"Dr.";"Rainer";"Tabillion";"SPD";1950;3131
;"Kerstin";"Tack";"SPD";1968;3132
"Dr.";"Kirsten";"Tackmann";"DIE LINKE";1960;3133
;"Roland";"Tandetzke";"REP";1965;3134
;"Martin";"Tangeten";;1978;3135
;"Jürgen";"Tartz";"FAMILIE";1969;3136
"Dr.";"Peter";"Tauber";"CDU";1974;3137
"Dr.";"Ludwig";"Tauscher";"CDU";1956;3138
;"Claudia";"Tausend";"SPD";1964;3139
;"Adolf";"Tegel";"Die Tierschutzpartei";1955;3140
;"Gabriele";"Teichmann";"SPD";1959;3141
;"Michael";"Teiser";"CDU";1951;3142
;"Frank";"Tempel";"DIE LINKE";1969;3143
;"Dietmar";"Tendler";"SPD";1952;3144
"Dr.";"Harald";"Terpe";"GRÜNE";1954;3145
"Dr.";"Michael";"Terwiesche";"FDP";1964;3146
;"Uwe";"Teske";;1961;3147
;"Philipp";"Tetzner";"REP";1981;3148
;"Jella";"Teuchner";"SPD";1956;3149
;"Hendrik";"Thalheim";"DIE LINKE";1960;3150
;"Evi Manuela";"Thanheiser";"SPD";1968;3151
;"Claudia";"Thannheimer";"CDU";1966;3152
;"Monika";"Thau";"Die Tierschutzpartei";1955;3153
;"Klaus";"Theis";"ödp";1957;3154
;"Andreas";"Theißen";"NPD";1972;3155
;"Roswitha";"Theißen";"NPD";1960;3156
;"Rudi Frank";"Theißen";"NPD";1959;3157
;"Renate";"Thiedemann";"SPD";1963;3158
;"Margret";"Thiel";"ödp";1945;3159
;"Carl-Ludwig";"Thiele";"FDP";1953;3160
;"Axel";"Thieme";"NPD";1949;3161
;"Wolfgang";"Thierse";"SPD";1943;3162
;"Gabriele";"Thiery";"CDU";1967;3163
;"Andreas Georg";"Thies";"SPD";1962;3164
;"Bodo";"Thiesen";"PIRATEN";1980;3165
;"Holger";"Thiesen";;1954;3166
;"Jörn";"Thießen";"SPD";1961;3167
;"Franz";"Thönnes";"SPD";1954;3168
;"Sebastian";"Thom";"NPD";1986;3169
;"Stephan";"Thomae";"FDP";1968;3170
;"Frank";"Thomas";;1967;3171
;"Heiko";"Thomas";"GRÜNE";1969;3172
;"Sascha";"Thomas";"DIE LINKE";1976;3173
"Dr.";"Steffen";"Thomas";"PIRATEN";1965;3174
;"Heinz";"Thorau";"Die Tierschutzpartei";1954;3175
;"Liane";"Thorwart";"DIE VIOLETTEN";1970;3176
;"Fritz";"Throne";"ödp";1958;3177
;"Udo";"Thümmel";"REP";1956;3178
;"Hans Peter";"Thul";"CDU";1948;3179
;"Sebastian";"Thul";"SPD";1980;3180
;"Rolf";"Tickert";"MLPD";1955;3181
;"Richard";"Tiede";"RRP";1942;3182
;"Wolfgang Erwin Bernhard";"Tiefensee";"SPD";1955;3183
;"Marcus";"Tietz";"NPD";1978;3184
;"Martina";"Tigges-Friedrichs";"FDP";1967;3185
