Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei
22.09.2013;456;Dr. ;Brenner;Gerhard;1949;GRÜNE
22.09.2013;457;;Brett;Eberhard;1954;AfD
22.09.2013;458;;Breuer;Heidi;1953;DIE LINKE
22.09.2013;459;;Breukel;Michael;1968;PIRATEN
22.09.2013;460;;Breutmann;Daniel Alexis-Adolf;1976;FDP
22.09.2013;461;;Breyer;Patrick;1977;PIRATEN
22.09.2013;462;;Brieger;Arthur;1995;Die PARTEI
22.09.2013;463;;Briese-Finke;Simone;1964;GRÜNE
22.09.2013;464;;Brinkhaus;Ralph;1968;CDU
22.09.2013;465;;Brinkmann;Günter;1947;FREIE WÄHLER
22.09.2013;466;;Brinkmann;Hannelore Gabriele;1953;CDU
22.09.2013;467;;Brinkschmidt;Dirk;1975;GRÜNE
22.09.2013;468;;Brisach;Ralf;1966;Volksabstimmung
22.09.2013;469;;Britz;Nicole;1969;PIRATEN
22.09.2013;470;;Britzl;Wolfgang;1983;PIRATEN
22.09.2013;471;;Brodbeck;Matthias;1972;NPD
22.09.2013;472;;Brodersen;Carsten-Peter;1957;FDP
22.09.2013;473;;Brodhun;Christoph;1988;SPD
22.09.2013;474;;Brodtrück;Bernd;1970;BüSo
22.09.2013;475;;Bröskamp;Elisabeth;1969;GRÜNE
22.09.2013;476;Dr. ;Bronson;Hugh;1961;AfD
22.09.2013;477;;Brose;Dieter;1943;NPD
22.09.2013;478;;Brück;Michael;1990;DIE RECHTE
22.09.2013;479;;Brückel;Valentin;1981;PIRATEN
22.09.2013;480;;Brückmann;Christoph;1983;PIRATEN
22.09.2013;481;;Brüderle;Rainer;1945;FDP
22.09.2013;482;;Brüdigam;Verena;1963;AfD
22.09.2013;483;;Brüggen;Dirk;1969;Die PARTEI
22.09.2013;484;;Brühl;Andreas;1974;PIRATEN
22.09.2013;485;;Brugger;Agnes;1985;GRÜNE
22.09.2013;486;;Brummer;Doris;1960;CDU
22.09.2013;487;;Brunkhorst;Angelika;1955;FDP
22.09.2013;488;;Brunkhorst;Daniel;1984;SPD
22.09.2013;489;Dr. ;Brunner;Karl Heinz;1953;SPD
22.09.2013;490;;Brunner;Franz;1954;SPD
22.09.2013;491;;Brunner;Maximilian;1979;REP
22.09.2013;492;;Bruns;Jutta;1964;GRÜNE
22.09.2013;493;;Bruns;Michael;1973;DIE LINKE
22.09.2013;494;;Brunschweiger;Rosa Maria;1951;DIE VIOLETTEN
22.09.2013;495;;Brzezinski;Christoph;1987;CDU
22.09.2013;496;;Buch;Thomas;1974;
22.09.2013;497;;Buchholz;Christine;1971;DIE LINKE
22.09.2013;498;;Buchholz;Conrad;1982;FDP
22.09.2013;499;;Buchholz;Daniel;1968;SPD
22.09.2013;500;Dr. ;Buchholz;Bernd Klaus;1961;FDP
22.09.2013;501;;Buchmann;Daniel;1981;BüSo
22.09.2013;502;Dr. ;Buchner;Klaus;1941;ÖDP
22.09.2013;503;;Buchta;Herbert;1954;MLPD
22.09.2013;504;;Buck;Josef;1961;MLPD
22.09.2013;505;;Budina;Elfriede Erna;1928;NPD
22.09.2013;506;;Budnick;Reiner;1954;PIRATEN
22.09.2013;507;;Büchner;Andreas;1982;NPD
22.09.2013;508;;Büddemann;Manfred;1951;DIE LINKE
22.09.2013;509;;Bügge;Christoph;1989;Die PARTEI
22.09.2013;510;;Bühler;Andreas;1975;REP
22.09.2013;511;;Bühlmaier;Klaus;1952;FREIE WÄHLER
22.09.2013;512;;Bühner;Robin;1992;NPD
22.09.2013;513;;Bühren;Nadja;1977;DIE LINKE
22.09.2013;514;;Büker;Michael;1987;PIRATEN
22.09.2013;515;;Bülow;Jochen;1965;DIE LINKE
22.09.2013;516;;Bülow;Marco;1971;SPD
22.09.2013;517;;Büning;Frank;1966;GRÜNE
22.09.2013;518;;Büning;Franz Rudolf;1959;PIRATEN
22.09.2013;519;;Bünting;Stephan;1972;FDP
22.09.2013;520;;Büntjen;Katharina Martina Elisabeth;1955;FREIE WÄHLER
22.09.2013;521;;Bürgel;Ulrike;1984;GRÜNE
22.09.2013;522;;Büschel;Andreas;1955;RENTNER
22.09.2013;523;;Büsing;Erika Marika;1964;SPD
22.09.2013;524;;Büsing;Lars;1975;PIRATEN
22.09.2013;525;;Büttner;René;1976;
22.09.2013;526;;Büttner;Thomas;1974;PIRATEN
22.09.2013;527;;Bulat;Selcuk;1980;BIG
22.09.2013;528;;Buljevic;Daniel;1983;CDU
22.09.2013;529;;Buljevic;Vesna;1954;MLPD
22.09.2013;530;;Bulke;Peter;1939;REP
22.09.2013;531;;Bulling-Schröter;Eva;1956;DIE LINKE
22.09.2013;532;;Bullwinkel;Caroline;1990;PIRATEN
22.09.2013;533;;Bulmahn;Edelgard;1951;SPD
22.09.2013;534;;Bummert;Bernd-Ulrich;1950;MLPD
22.09.2013;535;;Bund-Becker;Sören;1993;GRÜNE
22.09.2013;536;Dr. ;Bunge;Gertrud Paula Martina;1951;DIE LINKE
22.09.2013;537;;Bunge;Stephan;1980;CDU
22.09.2013;538;;Burandt;Christoph;1968;CDU
22.09.2013;539;Dr. ;Burger;Thomas;1970;SPD
22.09.2013;540;;Burger;Jörg;1960;AfD
22.09.2013;541;;Burkert;Martin Kurt;1964;SPD
22.09.2013;542;;Burkhardt;Andreas;1980;REP
22.09.2013;543;;Burmeister;Anne;1957;PIRATEN
22.09.2013;544;;Burmeister;Erich Karl;1953;DIE LINKE
22.09.2013;545;;Busch;Werner;1947;Nichtwähler
22.09.2013;546;;Busch-Hübenbecker;Walter;1951;DIE LINKE
22.09.2013;547;;Buschmann;Marco;1977;FDP
22.09.2013;548;;Buschner;Stefan;1982;Die PARTEI
22.09.2013;549;;Butscher;Johannes;1938;FREIE WÄHLER
22.09.2013;550;;Buttgereit;Heiko;1965;Die PARTEI
22.09.2013;551;;Buttgereit;Monika;1949;SPD
22.09.2013;552;;Bystron;Petr;1972;AfD
22.09.2013;553;;Caesar;Cajus Julius;1951;CDU
22.09.2013;554;;Cali;Mukhtaar;1968;GRÜNE
22.09.2013;555;;Can;Ergun;1958;SPD
22.09.2013;556;;Can;Mustafa Sinan;1986;BIG
22.09.2013;557;;Canel;Sylvia;1958;FDP
22.09.2013;558;;Caroli;Dirk;1972;AfD
22.09.2013;559;;Carstens;Tim;1989;AfD
22.09.2013;560;;Carstensen;Christian;1973;SPD
22.09.2013;561;Dr. ;Castellucci;Lars;1974;SPD
22.09.2013;562;;Cebulla;Manuel;1965;VERNUNFT
22.09.2013;563;;Ceglar;Michael;1963;PIRATEN
22.09.2013;564;;Ceglecki;Josef;1957;AfD
22.09.2013;565;;Cerveny;Wenzel Vaclav;1961;BP
22.09.2013;566;;Chartier;Gabriele;1961;FREIE WÄHLER
22.09.2013;567;;Chieduch;Wolfgang Dieter;1945;pro Deutschland
22.09.2013;568;;Christen;Mario;1953;ÖDP
22.09.2013;569;;Christiansen;Christian Günter;1941;FREIE WÄHLER
22.09.2013;570;;Chudy;Agnes;1987;CDU
22.09.2013;571;;Cieschinger;Marlene;1959;DIE LINKE
22.09.2013;572;;Cigelski;Volker Ernst Jakob;1953;NPD
22.09.2013;573;;Cirkovic;Stevan;1991;PIRATEN
22.09.2013;574;;Clasen;Bernhard;1957;DIE LINKE
22.09.2013;575;;Claus;Gerwald;1972;PIRATEN
22.09.2013;576;;Claus;Marcel;1976;AfD
22.09.2013;577;;Claus;Olaf-Rüdiger;1959;FREIE WÄHLER
22.09.2013;578;;Claus;Roland;1954;DIE LINKE
22.09.2013;579;;Claussen;Claus Christian;1961;CDU
22.09.2013;580;;Clostermann;Marcel Stephan;1987;PIRATEN
22.09.2013;581;;Collins;Lisa;1986;PIRATEN
22.09.2013;582;;Connelly;Kai Uwe;1968;FREIE WÄHLER
22.09.2013;583;;Connemann;Gitta;1964;CDU
22.09.2013;584;;Conrad;Gabriele;1960;MLPD
22.09.2013;585;Dr. ;Conradi;Ralf-Günther;1956;AfD
22.09.2013;586;;Corné de;Walter;1944;Volksabstimmung
22.09.2013;587;;Corz;Sabine;1967;VERNUNFT
22.09.2013;588;;Coße;Jürgen;1969;SPD
22.09.2013;589;;Cramon-Taubadel von;Viola;1970;GRÜNE
22.09.2013;590;;Cremer;Claus;1979;NPD
22.09.2013;591;;Crone;Petra;1950;SPD
22.09.2013;592;;Curlisca;Jaroslav;1953;BP
22.09.2013;593;;Czich;Sebastian;1980;PIRATEN
22.09.2013;594;;Däschner;Karl;1954;NPD
22.09.2013;595;;Dagdelen;Sevim;1975;DIE LINKE
22.09.2013;596;;Dagenbach;Alfred;1947;pro Deutschland
22.09.2013;597;;Dahl;Andreas;1970;AfD
22.09.2013;598;;Dahlen;Sascha;1979;Die PARTEI
22.09.2013;599;;Dahlendorf;Frank Günter;1961;AfD
22.09.2013;600;;Dahlke;Evelyn;1969;FDP
22.09.2013;601;;Dahmen;Janosch;1981;GRÜNE
22.09.2013;602;;Daldrup;Bernhard;1956;SPD
22.09.2013;603;;Dalmer;Julia;1990;Die PARTEI
22.09.2013;604;;Damar;Ali;1970;DIE LINKE
22.09.2013;605;;Damerau;Inka;1963;SPD
22.09.2013;606;;Dammann;Manfred;1959;NPD
22.09.2013;607;;Dammermann;Christoph;1967;FDP
22.09.2013;608;;Damson;Thomas;1981;AfD
22.09.2013;609;Dr. ;Daniels Edler von;Gero;1968;CDU
22.09.2013;610;;Dankerl;Barbara;1970;CSU
22.09.2013;611;;Danne;Andreas;1961;DIE LINKE
22.09.2013;612;;Danter;Kai;1966;GRÜNE
22.09.2013;613;;Daratha;Ina;1984;Die PARTEI
22.09.2013;614;;Daub;Helga;1942;FDP
22.09.2013;615;;Dauert;John;1985;GRÜNE
22.09.2013;616;;Dazert;Marie-Therese;1992;GRÜNE
22.09.2013;617;Dr. ;De;Dennis;1964;GRÜNE
22.09.2013;618;Dr. ;Debuch;Tobias;1973;FDP
22.09.2013;619;;Decarolis;Dominic;1982;Die PARTEI
22.09.2013;620;;Decker;Ursula;1962;ÖDP
22.09.2013;621;;Deckert;Ines Maria;1966;AfD
22.09.2013;622;;Dederichs;Hans Josef;1964;GRÜNE
22.09.2013;623;;Deger;Gökhan;1973;FREIE WÄHLER
22.09.2013;624;;Degler;Alois August;1949;
22.09.2013;625;;Dehde;Klaus-Peter;1959;SPD
22.09.2013;626;;Dehm;Cornelius;1991;GRÜNE
22.09.2013;627;Dr. ;Dehm-Desoi;Diether;1950;DIE LINKE
22.09.2013;628;;Dehn;Jonathan;1990;PIRATEN
22.09.2013;629;;Dehnke;Martin;1971;PIRATEN
22.09.2013;630;;Deicke;Alexander;1976;FDP
22.09.2013;631;;Deininger;Heinz;1949;DIE LINKE
22.09.2013;632;;Deistler;Martin;1956;DIE LINKE
22.09.2013;633;;Deligöz;Ekin;1971;GRÜNE
22.09.2013;634;;Demir;Orhan;1975;BIG
22.09.2013;635;;Demirel;Gülseren;1964;GRÜNE
22.09.2013;636;;Demirhan;Ali;1965;GRÜNE
22.09.2013;637;;Dempert;Martin;1971;BP
22.09.2013;638;;Demuth;Ellen;1982;CDU
22.09.2013;639;;Demuth;Kerstin Sara;1989;PIRATEN
22.09.2013;640;;Deniz;Tuncay;1963;AfD
22.09.2013;641;;Dethlefsen;Knut Matthias;1969;SPD
22.09.2013;642;;Dethloff;Manuel;1981;GRÜNE
22.09.2013;643;;Dettmann;Jürgen;1966;FREIE WÄHLER
22.09.2013;644;;Dettmann;Jutta;1983;SPD
22.09.2013;645;;Deuschle;Ulrich;1952;REP
22.09.2013;646;;Deutsch;Paul;1951;MLPD
22.09.2013;647;;Deutschkämer;Dennis;1988;PIRATEN
22.09.2013;648;;Deutschmann;Reiner Peter;1953;FDP
22.09.2013;649;;Dewitz von;Susanna;1973;PIRATEN
22.09.2013;650;;Di Leo;Frank;1967;
22.09.2013;651;Dr. ;Diaby;Karamba;1961;SPD
22.09.2013;652;;Dick;Bernhard Dietrich;1958;SPD
22.09.2013;653;;Dickow;Claus-Joachim;1965;FDP
22.09.2013;654;;Diebold;Gudrun;1956;ÖDP
22.09.2013;655;;Diefenbach;Beatrix;1964;AfD
22.09.2013;656;;Diem;Sven;1991;NPD
22.09.2013;657;;Diemer;Florian;1981;Die PARTEI
22.09.2013;658;;Diemer;Timo;1975;NPD
22.09.2013;659;;Dierdorf;Bernhard;1946;GRÜNE
22.09.2013;660;;Dierkes-Morsy;Ulrike;1975;DIE LINKE
22.09.2013;661;;Dierks;Carsten;1957;FDP
22.09.2013;662;;Diersen;Josef;1959;GRÜNE
22.09.2013;663;Dr. ;Dietrich;Jens;1965;AfD
22.09.2013;664;;Dietrich;Matthias;1971;ÖDP
22.09.2013;665;;Dietrich;Rolf;1944;NPD
22.09.2013;666;;Dilcher;Esther Anneliese;1965;SPD
22.09.2013;667;Prof. Dr. ;Dilger;Georg Alexander Ludwig;1968;AfD
22.09.2013;668;;Dillschneider;Dirk;1974;CDU
22.09.2013;669;;Dindoyal;Randhir;1974;FDP
22.09.2013;670;;Dinges-Dierig;Alexandra;1953;CDU
22.09.2013;671;;Dinler;Arzu;1976;BIG
22.09.2013;672;;Dippel;Konrad Willibald;1971;
22.09.2013;673;;Ditsche;Frank;1966;
22.09.2013;674;;Dittmann;Jens;1965;pro Deutschland
22.09.2013;675;;Dittmar;Sabine;1964;SPD
22.09.2013;676;;Dittrich;Christoph;1989;Die PARTEI
22.09.2013;677;;Djelassi;Mathias Moncef;1980;FREIE WÄHLER
22.09.2013;678;;Djir-Sarai;Bijan;1976;FDP
22.09.2013;679;;Dobrindt;Alexander;1970;CSU
22.09.2013;680;;Dobrindt;Klaus;1966;ÖDP
22.09.2013;681;;Dobusch;Gabriele;1958;SPD
22.09.2013;682;;Dochan;Gisela;1931;REP
22.09.2013;683;;Döge;Ursula;1947;Bündnis21/RRP
22.09.2013;684;;Dölle;Holger;1969;Die PARTEI
22.09.2013;685;;Dörflinger;Thomas;1965;CDU
22.09.2013;686;;Döring;Dagmar;1960;FDP
22.09.2013;687;;Döring;Patrick;1973;FDP
22.09.2013;688;;Döring;Waltraud;1952;ÖDP
22.09.2013;689;;Döring;Wilfried;1953;ÖDP
22.09.2013;690;;Dörlitz;Heinz Helmut;1963;NPD
22.09.2013;691;;Dörmann;Martin;1962;SPD
22.09.2013;692;Dr. ;Dörner;Wolfgang-Marc;1960;AfD
22.09.2013;693;;Dörner;Katja;1976;GRÜNE
22.09.2013;694;;Dörner;Lars;1982;GRÜNE
22.09.2013;695;;Dörnhöfer;Doris Anna Wilhelmine;1953;DIE LINKE
22.09.2013;696;;Dörr;Johannes Markus;1976;ÖDP
22.09.2013;697;;Dött;Marie-Luise;1953;CDU
22.09.2013;698;;Dogan;Abdülselam;1974;GRÜNE
22.09.2013;699;;Dogan;Sülmez;1975;GRÜNE
22.09.2013;700;;Domicke;Dirk;1967;AfD
22.09.2013;701;;Dominas;Marianne;1961;ÖDP
22.09.2013;702;;Domke;Hannes;1986;Die PARTEI
22.09.2013;703;;Domke;René;1972;FDP
22.09.2013;704;;Domscheit-Berg;Anke Margarete;1968;PIRATEN
22.09.2013;705;;Donth;Michael;1967;CDU
22.09.2013;706;;Dormuth;Dennis;1980;NPD
22.09.2013;707;;Dorn;Detlef;1954;FREIE WÄHLER
22.09.2013;708;Dr. Dr. ;Dorn;Matthias Rudolf Helmut;1954;AfD
22.09.2013;709;;Dornhausen;Michael;1972;ÖDP
22.09.2013;710;;Dornheim;Laura;1985;PIRATEN
22.09.2013;711;Dr. ;Dorsch;Nikolaus Theodor;1958;SPD
22.09.2013;712;;Dorscht;Peter;1961;FREIE WÄHLER
22.09.2013;713;Dr. ;Dott;Manfred;1940;PIRATEN
22.09.2013;714;;Dotten;Horst;1957;MLPD
22.09.2013;715;;Doughan;Sina;1987;GRÜNE
22.09.2013;716;;Dowe;Markus;1969;DIE LINKE
22.09.2013;717;;Drage van;Alexander;1980;REP
22.09.2013;718;;Drechsel;Edgar Tristan;1955;PIRATEN
22.09.2013;719;;Drechsel;Jörg;1956;DIE LINKE
22.09.2013;720;;Dreher;Stefan;1955;DIE LINKE
22.09.2013;721;;Dreiling;Steffen Richard;1969;FDP
22.09.2013;722;Dr. ;Dreischer;Artur;1928;Volksabstimmung
22.09.2013;723;;Drenger;Markus;1987;PIRATEN
22.09.2013;724;;Drephal;Rainer;1944;FREIE WÄHLER
22.09.2013;725;Dr. ;Dresenkamp;Dorothea;1978;FDP
22.09.2013;726;;Drewes;Hans Joachim;1936;Bündnis21/RRP
22.09.2013;727;;Drexl;Richard;1952;FREIE WÄHLER
22.09.2013;728;;Dreyer;Uwe Bernd;1957;REP
22.09.2013;729;;Driesang;Dirk Klaus;1964;AfD
22.09.2013;730;;Drobinski-Weiß;Elvira;1951;SPD
22.09.2013;731;;Dröge;Katharina;1984;GRÜNE
22.09.2013;732;;Drüner;Maxim;1984;Die PARTEI
22.09.2013;733;Dr. ;Drumm;Herbert;1949;CDU
22.09.2013;734;;Ducke;Kai-Uwe;1975;BüSo
22.09.2013;735;;Dürr;Horst Friedrich;1942;FREIE WÄHLER
22.09.2013;736;;Dürre;Jörg Friedrich;1970;PIRATEN
22.09.2013;737;;Dürrwanger;Helmut;1941;REP
22.09.2013;738;;Dullinger;Angelica;1960;SPD
22.09.2013;739;;Dumberger;Andrea Brigitte;1957;MLPD
22.09.2013;740;;Dumberger;Klaus;1964;MLPD
22.09.2013;741;;Durak;Bekir;1959;BIG
22.09.2013;742;;Durz;Hansjörg;1971;CSU
22.09.2013;743;;Dusper;Nina;1975;MLPD
22.09.2013;744;Dr. ;Duwe;Kurt Carlos;1951;FDP
22.09.2013;745;;Dyken;Volker;1969;PIRATEN
22.09.2013;746;;Ebeling;Bernd;1966;GRÜNE
22.09.2013;747;;Ebeling;Ralph Dieter;1952;pro Deutschland
22.09.2013;748;;Eberhard;Klaus-Peter;1962;FDP
22.09.2013;749;;Eberl;Iris Maria;1958;CSU
22.09.2013;750;;Ebert;Detlef;1964;FDP
22.09.2013;751;;Ebert;Harald;1961;VERNUNFT
22.09.2013;752;;Ebner;Harald;1964;GRÜNE
22.09.2013;753;;Ebner;Matthias;1984;Tierschutzpartei
22.09.2013;754;;Ebser;Robin;1980;AfD
22.09.2013;755;;Eckard;Daniel Karl;1938;AfD
22.09.2013;756;;Ecke;Nico Alexander;1978;PIRATEN
22.09.2013;757;;Eckenbach;Jutta;1952;CDU
22.09.2013;758;;Eckert van;René;1987;SPD
22.09.2013;759;;Eckert;Christian;1947;BP
22.09.2013;760;;Eckert;Florian;1971;GRÜNE
22.09.2013;761;;Eckhardt;Hannelore;1954;SPD
22.09.2013;762;;Eckhoff;Anita Caroline;1966;Tierschutzpartei
22.09.2013;763;;Eckl;Horst Alexander Josef;1970;DIE VIOLETTEN
22.09.2013;764;Dr. ;Eckstein;Carola;1973;
22.09.2013;765;;Edathy;Sebastian;1969;SPD
22.09.2013;766;;Edtmaier;Thomas;1965;DIE LINKE
22.09.2013;767;;Egg;Karl Markus Matthias;1963;AfD
22.09.2013;768;;Eggelmann;Torsten;1964;GRÜNE
22.09.2013;769;;Eggers;Jürgen;1957;DIE LINKE
22.09.2013;770;;Egloff;Ingo;1956;SPD
22.09.2013;771;;Ehling;Janis;1985;DIE LINKE
22.09.2013;772;;Ehnes;Hans-Joachim;1956;DIE LINKE
22.09.2013;773;;Ehrenberg;Hans-Werner;1952;FDP
22.09.2013;774;;Ehrhardt;Jutta Christine;1973;ÖDP
22.09.2013;775;;Ehrhorn;Thomas Ludwig Walter;1959;AfD
22.09.2013;776;Dr. ;Ehrich;Matthias;1937;AfD
22.09.2013;777;;Ehrmann;Siegmund;1952;SPD
22.09.2013;778;;Ehses;Martina;1960;ÖDP
22.09.2013;779;;Ehses;Sabine;1960;ÖDP
22.09.2013;780;Dr. ;Eibl;Franz;1968;AfD
22.09.2013;781;;Eich;Thorsten;1983;FDP
22.09.2013;782;;Eichert;Martin;1965;FREIE WÄHLER
22.09.2013;783;;Eicker;Hermann Josef;1949;MLPD
22.09.2013;784;;Eickmeier;Andreas;1954;FDP
22.09.2013;785;;Eidens;Matthias Maria;1961;Die PARTEI
22.09.2013;786;;Eifler;Andreas Stefan;1955;MLPD
22.09.2013;787;;Eifler;Manuela Viola;1957;MLPD
22.09.2013;788;;Eigenfeld;Ulrich;1947;NPD
22.09.2013;789;;Eilers;Thomas;1989;NPD
22.09.2013;790;;Eisele;Sven Torsten;1961;BüSo
22.09.2013;791;;Eisen;Volker;1948;pro Deutschland
22.09.2013;792;;Eisinger;Thomas Günter;1963;AfD
22.09.2013;793;;Eisold;Klaus;1961;SPD
22.09.2013;794;;Eißrig;Andreas;1947;FREIE WÄHLER
22.09.2013;795;;Eitel;Henrik;1977;CDU
22.09.2013;796;;El-Masri;Ahmed;1972;BIG
22.09.2013;797;;Elbers;Matthias;1973;AfD
22.09.2013;798;;Elfenkämper;Christoph;1957;AfD
22.09.2013;799;;Elflein;Felix;1991;CDU
22.09.2013;800;;Ellies;Michael;1989;NPD
22.09.2013;801;;Elsenmüller;Tobias;1989;PIRATEN
22.09.2013;802;;Elten van;Martin Peter;1991;GRÜNE
22.09.2013;803;;Emmert;Gerhard Friedrich;1961;FREIE WÄHLER
22.09.2013;804;;Endemann;Heidemarie Gerda;1947;Bündnis21/RRP
22.09.2013;805;;Enderl;Elvira;1974;BP
22.09.2013;806;;Enders;Moritz;1964;FREIE WÄHLER
22.09.2013;807;;Enders;Susann;1967;FREIE WÄHLER
22.09.2013;808;;Endlicher;Sascha;1975;PIRATEN
22.09.2013;809;;Endres;Alice;1964;GRÜNE
22.09.2013;810;;Engel;Stefan Klaus;1954;MLPD
22.09.2013;811;;Engelhardt;Jens-Dieter;1961;FDP
22.09.2013;812;;Engelhardt;Tamara;1984;GRÜNE
22.09.2013;813;;Engelke;Tanja;1977;RENTNER
22.09.2013;814;;Engelmeier-Heite;Michaela Barbara;1960;SPD
22.09.2013;815;;Engelschall;Christine;1965;Tierschutzpartei
22.09.2013;816;;Englmeier;Gaby;1967;GRÜNE
22.09.2013;817;Dr. ;Enkelmann;Dagmar Gertraud Elsa;1956;DIE LINKE
22.09.2013;818;;Erben;Stephanie;1971;GRÜNE
22.09.2013;819;;Erdel;Rainer;1955;FDP
22.09.2013;820;;Erdmann;Tobias;1984;NPD
22.09.2013;821;;Erdogan;Abuzar;1993;SPD
22.09.2013;822;;Erfurt;Christian;1981;Die PARTEI
22.09.2013;823;;Erikli;Nese;1981;GRÜNE
22.09.2013;824;;Erlanson;Peter Günther;1959;DIE LINKE
22.09.2013;825;;Erler;Gernot;1944;SPD
22.09.2013;826;;Erler;Ute Tunia;1963;DKP
22.09.2013;827;;Ermer;Siegfried;1952;AfD
22.09.2013;828;Dr. ;Ernst;Hartmut;1949;PIRATEN
22.09.2013;829;;Ernst;Klaus;1954;DIE LINKE
22.09.2013;830;;Ernst;Sarah Katharina;1991;CDU
22.09.2013;831;;Ernstberger;Petra;1955;SPD
22.09.2013;832;;Eroglu;Engin;1982;FREIE WÄHLER
22.09.2013;833;Dr. ;Ertl;Ilse;1965;FREIE WÄHLER
22.09.2013;834;;Eschrich;Frank;1964;DIE LINKE
22.09.2013;835;;Eser;Gerhard;1952;REP
22.09.2013;836;;Eser-Schuberth;Claudia;1959;GRÜNE
22.09.2013;837;;Esken;Saskia;1961;SPD
22.09.2013;838;;Espendiller;Michael;1989;AfD
22.09.2013;839;Dr. ;Esser-Mönning;Kathrin;1962;SPD
22.09.2013;840;;Etzel;Steffen;1950;DIE LINKE
22.09.2013;841;;Evens;Manfred;1953;FREIE WÄHLER
22.09.2013;842;;Everding;Cornelius Volker Maria;1965;PIRATEN
22.09.2013;843;;Evers-Meyer;Karin;1949;SPD
22.09.2013;844;;Faber;Marcus;1984;FDP
22.09.2013;845;;Faber;Stefan;1951;NPD
22.09.2013;846;Dr. ;Fabricius;Veronica;1971;CDU
22.09.2013;847;Dr. ;Fabritius;Bernd-Bernhard;1965;CSU
22.09.2013;848;;Fackler-Plump;Hannelore;1946;BüSo
22.09.2013;849;;Färber;Hermann;1963;CDU
22.09.2013;850;;Faerber;Nils Peter;1970;PIRATEN
22.09.2013;851;;Fahr;Daniel;1976;FDP
22.09.2013;852;;Faißt;Karl Heinz;1954;FREIE WÄHLER
22.09.2013;853;;Faku;Johannes David Themba;1986;BüSo
22.09.2013;854;;Faku;Tobias;1988;BüSo
22.09.2013;855;;Falk;Benno;1953;
22.09.2013;856;Dr. ;Falk;Dieter;1956;SPD
22.09.2013;857;;Falkenbach;Katja;1986;PIRATEN
22.09.2013;858;;Fassel;Josef;1957;Tierschutzpartei
22.09.2013;859;;Faulhaber;Gabriele;1953;DIE LINKE
22.09.2013;860;;Faustmann;Holger Konrad;1975;AfD
22.09.2013;861;Dr. ;Fechner;Johannes;1972;SPD
22.09.2013;862;;Fegebank;Katharina;1977;GRÜNE
22.09.2013;863;;Fehimli;Ayse;1957;DIE LINKE
22.09.2013;864;;Fehlberg;Dan;1975;GRÜNE
22.09.2013;865;;Fehling;Thomas;1967;FDP
22.09.2013;866;;Feilen;Wilhelm Josef;1948;FREIE WÄHLER
22.09.2013;867;;Feiler;Uwe Wolfgang Werner;1965;CDU
22.09.2013;868;;Feilke;Ümit;1972;MLPD
22.09.2013;869;Dr. ;Fein;Elke;1970;AfD
22.09.2013;870;Dr. ;Feist;Thomas Wolfgang;1965;CDU
22.09.2013;871;;Felde zum;Astrid;1963;AfD
22.09.2013;872;Dr. ;Felgentreu;Fritz;1968;SPD
22.09.2013;873;;Felgner;Heidelinde Sylke Kerstin;1966;GRÜNE
22.09.2013;874;Dr. ;Fell;Bernd;1948;FDP
22.09.2013;875;;Fell;Hans-Josef;1952;GRÜNE
22.09.2013;876;;Fellauer;Madeleine;1979;BüSo
22.09.2013;877;;Feller;Jörk Henrik;1960;AfD
22.09.2013;878;;Felsch;Danny;1985;AfD
22.09.2013;879;;Fengler;Tobias Karl-Heinz;1970;ÖDP
22.09.2013;880;;Fenzl;Klaus Engelbert;1955;Volksabstimmung
22.09.2013;881;;Ferlemann;Enak;1963;CDU
22.09.2013;882;;Ferme;Franz-Josef;1965;AfD
22.09.2013;883;;Ferner;Elke;1958;SPD
22.09.2013;884;;Fey;Carola Veronika;1961;REP
22.09.2013;885;;Fey;Frank;1956;REP
22.09.2013;886;;Feyen;Alexander;1975;NPD
22.09.2013;887;Dr. ;Fiechtner;Heinrich;1960;AfD
22.09.2013;888;;Fiedler;Frank;1974;GRÜNE
22.09.2013;889;;Fiedler;Frank;1977;FDP
22.09.2013;890;;Fiedler;Joachim;1958;
22.09.2013;891;;Fiek;Sascha;1974;FDP
22.09.2013;892;;Fimmen;Klaus;1956;BüSo
22.09.2013;893;Dr. ;Finckh-Krämer;Ute Elisabeth;1956;SPD
22.09.2013;894;;Fingerle;Jan Niklas;1974;PIRATEN
22.09.2013;895;;Fintel von;Victor Alexander;1971;GRÜNE
22.09.2013;896;;Firat;Tuna;1981;SPD
22.09.2013;897;;Fischbach;Ingrid Marianne;1957;CDU
22.09.2013;898;;Fischer;Andrea Dagmar;1964;GRÜNE
22.09.2013;899;;Fischer;Anton;1992;PBC
22.09.2013;900;;Fischer;Axel Eduard;1966;CDU
22.09.2013;901;;Fischer;Barbara-Maria;1942;ÖDP
22.09.2013;902;;Fischer;Dirk Erik;1943;CDU
22.09.2013;903;Dr. ;Fischer;Dietrich Eberhard;1930;REP
22.09.2013;904;Dr. ;Fischer;Guido;1959;FDP
22.09.2013;905;;Fischer;Heinz Peter Karl;1967;DIE LINKE
22.09.2013;906;;Fischer;Herbert Franz;1963;REP
22.09.2013;907;;Fischer;Karl-Heinz;1952;REP
22.09.2013;908;;Fischer;Leonhard Georg;1981;Die PARTEI
